ProviderID,Provider Name,Email,Postal address,Centre address,Telephone no,House Number,StreetName,Suburb,Postal Code,Website,ContactName,ContactSurname,ID
655,Furniture Technology Centre Trust (ENC),,8 Lowe stoft street,8 Lowe stoft street,215100088,Rough Work,8 Lowe stoft street,,,,,,805
66, PREMIER AUTO - STELLENBOSCH (Stellenbosch),schoeman@pmhgroup.co.za,"100 Bird Street, STELLENBOSCH, 7600","100 Bird Street, STELLENBOSCH, 7600",021 887-1374,Rough Work,100 Bird Street,STELLENBOSCH,7600,,,,806
660,G&D Guesthouse and Training,gd_guest@mweb.co.za,,,021  903 6805,,10 Saasveld Road,Mabille Park,,,,,807
661,G&D Guesthouse and Training,gd_guest@mweb.co.za,,,219036805,,10 Saasveld Road,Mabille Park,,,,,808
662,GARDENIA COMMUNITY CENTRE,,,"GARDENIA PRIMARY SCHOOL, CHESTNUT WAY, BELHAR",021-9522147,Rough Work,GARDENIA PRIMARY SCHOOL,CHESTNUT WAY,,,,,809
664,GELUKWAARTS,,,"GELUKWAARTS, PORTERVILLE, PORTERVILLE",022-9313947,Rough Work,GELUKWAARTS,PORTERVILLE,,,,,810
665,GENADENDAL ALC,,,"MEYER AVENUE, MEYER CENTRE, GENADENDAL",028-2518060,Rough Work,MEYER AVENUE,MEYER CENTRE,,,,,811
666,GEORGE ADULT EDUCATION CENTRE,,,"TABATA STREET, THEMBALETHU, GEORGE",044-8732324,Rough Work,TABATA STREET,THEMBALETHU,,,,,812
667,GEORGE ADULT LEARNING CENTRE (DCS),,,"UNION STREET, GEORGE SOUTH, GEORGE",044-8027400,Rough Work,UNION STREET,GEORGE SOUTH,,,,,813
669,GEORGE MUNICIPALITY,,,"YORK STREET, GEORGE",044-8019367,Rough Work,YORK STREET,GEORGE,,,,,814
670,George Whitefield College NPC,Abeckman@gwc.ac.za,PO Box 64 MUIZENBERG 7950,"36 Beach Road, Muizenberg, 7950, Cape Town",(021) 788 – 1652,Rough Work,36 Beach Road,Muizenberg,7950,,,,815
675,Glen Lilly Outsourcing Services,Info@glenlilly.co.za,18 ALLEN DRIVE LOEVENSTEIN BELLVILLE 7530,18 ALLEN DRIVE LOEVENSTEIN BELLVILLE 7530,021-91394176,Rough Work,18 ALLEN DRIVE LOEVENSTEIN BELLVILLE 7530,,7530,,,,816
676,Global Business Solutions,sdf@globalbusiness.co.za,Global House 3 Pearce Street Berea East London 5241,Global House 3 Pearce Street Berea East London 5241,043-721 1030,Rough Work,Global House 3 Pearce Street Berea East London 5241,,5241,,,,817
678,GLORIA / THEEWATERSKLOOF,,,"THEEWATERSKLOOF PLAAS, VILLIERSDORP, VILLIERSDORP",028-8400961,Rough Work,THEEWATERSKLOOF PLAAS,VILLIERSDORP,,,,,818
68, PRO FAB ENGINEERING (Saldanha),profab@webmail.co.za,"P O Box 86, SALDANHA, 7395","Saldanha Steel Site, SALDANHA",022 715-3066,Rough Work,Saldanha Steel Site,SALDANHA,,,,,819
680,GOEIE HOOP ALC,,,"DEMPER STREET, CALEDON, CALEDON",028-2518060,Rough Work,DEMPER STREET,CALEDON,,,,,820
684,GOODWOOD CORRECTIONAL SERVICES,,,"GOODWOOD PRISON, MONTAGUE DRIVE, MONTE VISTA",021-5599186,Rough Work,GOODWOOD PRISON,MONTAGUE DRIVE,,,,,821
685,GORDON HIGH,,,"GORDON HIGH, DE BEERS AVENUE, SOMERSET WEST",021-8511427,Rough Work,GORDON HIGH,DE BEERS AVENUE,,,,,822
687,GOUDA ALC,,,"PETUNIA STREET, ONS RUS, GOUDA",021-8642418,Rough Work,PETUNIA STREET,ONS RUS,,,,,823
688,GOUDINI BAD,,,"GOUDINI PRIMARY, GOUDINI-BAD, RAWSONVILLE",023-3427633,Rough Work,GOUDINI PRIMARY,GOUDINI-BAD,,,,,824
689,GRAAFWATER,,,"GRAAFWATER PRIMARY, SONNEBLOM STREET, GRAAFWATER",027-4822223,Rough Work,GRAAFWATER PRIMARY,SONNEBLOM STREET,,,,,825
69, PRO FAB ENGINEERING (Vredenburg),,,,,Rough Work,,,,,,,826
690,Graphicraft (Pty) Ltd,,105 Hope Street,105 Hope Street,214657159,Rough Work,105 Hope Street,,,,,,827
692,Grassroots Adult Education and Training Trust,info@grassroots.org.za,P O Box 38055 Gatesville 7766,335a Klipfontein Road Silvertown Athlone 7764,021-638 3111,Rough Work,335a Klipfontein Road Silvertown Athlone 7764,,7764,,,,828
693,GRASSY PARK ALC,,,"VICTORIA ROAD, GRASSY PARK HS, GRASSY PARK",021-7059907,Rough Work,VICTORIA ROAD,GRASSY PARK HS,,,,,829
694,Green Futures,info@greenfutures.co.za,P O Box 148 Gansbaai Gansbaai Overstrand Urban 7220,Green Futures C/o Grootbos Nature Reserve Off R43 Between Stanford & Gansbaai Overstrand Urban 7220,028-3848044,Rough Work,Green Futures C/o Grootbos Nature Reserve Off R43 Between Stanford & Gansbaai Overstrand Urban 7220,,,,,,830
695,Green Mile Training and Enviro Services,mmatuma@hotmail.com,P O Box 666 Somerset West 7130,19 Forrest Walk Forrest Lane Sir Lowry's Pass 7133,076-037 6498,Rough Work,19 Forrest Walk Forrest Lane Sir Lowry's Pass 7133,,,,,,831
696,Greenford Trading 20cc,admin@radicallearning.co.za,0,0,021-6380582,Rough Work,0,,,,,,832
699,GROENBERG ALC,,,"ROODSHOEK WAY, WELLINGTON, WELLINGTON",021-8642418,Rough Work,ROODSHOEK WAY,WELLINGTON,,,,,833
7, HULETT - HYDRO EXTRUSIONS (Epping),Martin.charles@hulamin.co.za,"P O Box 160, EPPINDUST, 7475","Berty Ave, EPPING 2, 7475",021 534 5531,Rough Work,Berty Ave,EPPING 2,7475,,,,834
700,GROENHEUWEL ALC,,,"DALWEIDE PRIMARY, SYMPHONY AVENUE,GROENHEUWEL, PAARL",021-8642418,Rough Work,DALWEIDE PRIMARY,SYMPHONY AVENUE,,,,,835
701,GROOTE SCHUUR HOSPITAL,,,"GSH Training and Development C,Groote Schuur Hospital, OBSERVATORY",021-4046322,Rough Work,GSH Training and Development C,Groote Schuur Hospital,,,,,836
704,H P Labelling,,"Gamka Street, Kaymor Industria","Gamka Street, Kaymor Industria",219491762,Rough Work,Gamka Street,Kaymor Industria,,,,,837
706,HABITAT INDUSTRIES CC (Killarney Gardens),,"11A Scheckter Road, KILLARNEY GARDENS, 8000","11A Scheckter Road, KILLARNEY GARDENS, 8000",021 557-9255,Rough Work,11A Scheckter Road,KILLARNEY GARDENS,8000,,,,838
707,HABITAT INDUSTRIES CC (Killarney Gardens),hansing@telkomsa.net,"P O Box 1229, SALDANHA, 7395","Camp Street Extension, SALDANHA, 7395",022 714-4440,Rough Work,Camp Street Extension,SALDANHA,7395,,,,839
708,Hallmark Press (Pty) Limited,,9A Bell Crescent,9A Bell Crescent,217023682,Rough Work,9A Bell Crescent,,,,,,840
71, Production Management Institute of Southern Africa (Pty) Ltd (BELLVILLE) (TP),pmi-sa.co.za,,"75 Silverton Road, Durban, 4001",312 011 260,Rough Work,75 Silverton Road,Durban,4001,,,,841
710,Hansa Print (Pty) Limited,,11 Cornwall Street,11 Cornwall Street,214487894,Rough Work,11 Cornwall Street,,,,,,842
712,HARTEBEESKRAAL,,,"NORTINGHAM STREET, SHERWOOD PARK, ATLANTIS",021-5725884,Rough Work,NORTINGHAM STREET,SHERWOOD PARK,,,,,843
713,Havosch Consolidated Investment TA Oschmann Accounting ,,,"5 Wylant St, Door De Kraal, Bellville, Western Cape, South Africa",0219138488,Rough Work,5 Wylant St,Door De Kraal,,,,,844
714,HAWEQUA CORRECTIONAL YOUTH CENTRE,,,"EDUCATION AND TRAINING, ADDY STREET, WELLINGTON",021-8645810,Rough Work,EDUCATION AND TRAINING,ADDY STREET,,,,,845
716,Headstart Mercy Montessori Training,mmattc@mweb.co.za,139 1ST AVENUE KENILWORTH CAPE TOWN  7708,139 1 ST AVENUE KENILWORTH CAPE TOWN 7708,021-6833458,Rough Work,139 1 ST AVENUE KENILWORTH CAPE TOWN 7708,,7708,,,,846
717,Helderberg College NPC,injetyy@hbc.ac.za,P O Box 22 SOMERSET WEST 7129,"Helderberg College Road, Somerset West, 7130",(021) 850-75203,Rough Work,Helderberg College Road,Somerset West,7130,,,,847
718,HELDERSTROOM ADULT LEARNING CENTRE,,,"P/A GREYTON ROAD, HELDERSTROOM PRISON, CALEDON",028-2151000,Rough Work,P/A GREYTON ROAD,HELDERSTROOM PRISON,,,,,848
719,HELPING HANDS SKILLS ACADEMY,lucilleerasmus@telkomsa.net,PO Box 1355 Saldanha 7395,786 Main Road Hoedjiesbaai Centre,022-7143922,Rough Work,786 Main Road Hoedjiesbaai Centre,,,,,,849
72, PROTECH TRAINING (Somerset West)(TP),protech_cape@hotmail.com,"P O Box 3465, SOMERSET WEST, 7129","4 Lanta Street, SOMERSET WEST, 7130",021 847-0411,Rough Work,4 Lanta Street,SOMERSET WEST,7130,,,,850
721,HERMANUSHEUWEL/ZOUTKLOOF,,,"HERMANUSHEUWEL PLAAS, HERMANUSHEUWEL/ZOUTKLOOF, BREDASDORP",028-4252763,Rough Work,HERMANUSHEUWEL PLAAS,HERMANUSHEUWEL/ZOUTKLOOF,,,,,851
722,HERMON VOLWASSE ONDERRIG,,,"HERMON, WELLINGTON, WELLINGTON",021-8642418,Rough Work,HERMON,WELLINGTON,,,,,852
723,HESSEQUA CLC,,,"DIEPKLOOF YOUTH CENTRE, LAMOELA STREET, HEIDELBERG",028-7221631,Rough Work,DIEPKLOOF YOUTH CENTRE,LAMOELA STREET,,,,,853
724,HIGHLANDS ADULT LEARNING CENTRE,,,"C/O AJAX AND HIGHLANDS ROAD, WOODLANDS, MITCHELL'S PLAIN",021-7157497,Rough Work,C/O AJAX AND HIGHLANDS ROAD,WOODLANDS,,,,,854
726,HOLVLEI PRIMARY,,,"HOLVLEI PRIMER, HOLVLEI, MOORREESBURG",022-4334355,Rough Work,HOLVLEI PRIMER,HOLVLEI,,,,,855
727,Honeybee Foundation and Products,honeybee@global.co.za,0,Honeybee Foundation and Products 25 Disa Avenue Fish Hoek Cape Town Metro Urban,021-5114567,Rough Work,Honeybee Foundation and Products 25 Disa Avenue Fish Hoek Cape Town Metro Urban,,,,,,856
728,HOOFWEG E-LEARNING & RECOURCE CENTRE,,,"C/O WATERBLOM STREET AND MAIN, WEST BANK, KUILS RIVER",-,Rough Work,C/O WATERBLOM STREET AND MAIN,WEST BANK,,,,,857
729,HOPEFIELD,,,"HOPEFIELD PRIMARY, SCHOOL STREET, HOPEFIELD",072-5501231,Rough Work,HOPEFIELD PRIMARY,SCHOOL STREET,,,,,858
73, Rabbit Training & SHE Consultants cc (SALDANHA) (TP),www.rabbittrainingandsheconsult.co.za,,"50 Merestyn Road, Saldanha, 7395",227 141 731,Rough Work,50 Merestyn Road,Saldanha,7395,,,,859
730,Hospice Pilliative Care Association,hpca@iafrica.com,Unit 11A Lonsdale Way Pinelands 7405,Unit 11A Lonsdale Way Pinelands 7405,021-531027,Rough Work,Unit 11A Lonsdale Way Pinelands 7405,,7405,,,,860
731,HOUDCONSTANT,,,"HOUDCONSTANT, PORTERVILLE, PORTERVILLE",022-9313947,Rough Work,HOUDCONSTANT,PORTERVILLE,,,,,861
733,HOUSE OUTENIKWA,,,"GOLF STREET, PARKDEN, GEORGE",044-8037500,Rough Work,GOLF STREET,PARKDEN,,,,,862
736,Hugenote College,antoinette@hugenote.com,,,021-873 1181,Rough Work,,,,,,,863
737,HUIS JOHANNES,,,"SKOOLSTREET, RUSTDENE, BEAUFORT WEST",023-4143834,Rough Work,SKOOLSTREET,RUSTDENE,,,,,864
739,Human Progress Mangement cc,,POSBUS 1601 GEORGE 1 6530,8A Leonard Giles Street Rooirivierrif George 6530,044-8841000,Rough Work,8A Leonard Giles Street Rooirivierrif George 6530,,6530,,,,865
742,IA Professional Placements And Related Services ,info@iapro.co.za,"PO Box 15452,
Panorama,
Parow,
7506","80 Panorama Road, Panorama, Parow, 7500",021 930 2767,Rough Work,80 Panorama Road,Panorama,7500,,,,866
744,IKAMVA,,,"RIDDER STREET, BLOMPARK, GANSBAAI",028-3840061,Rough Work,RIDDER STREET,BLOMPARK,,,,,867
745,IKHWEZI ALC,,,"CEDILE STREET, KWANONQABA, MOSSEL BAY",044-6934171,Rough Work,CEDILE STREET,KWANONQABA,,,,,868
746,ILLINGELETHU,,,"HOLOMISA STREET, ILLINGELETHU, MALMESBURY",022-4864541,Rough Work,HOLOMISA STREET,ILLINGELETHU,,,,,869
748,Imperial Technical Training Academy (BELLVILLE SOUTH) (DTTC),,"Unit 114/5 Mega Park, 15 Mill street, Bellville South Industrial, Cape Town, 8001","Unit 114/5 Mega Park, 15 Mill street, Bellville South Industrial, Cape Town, 8001",,Rough Work,Unit 114/5 Mega Park,15 Mill street,8001,,,,870
749,Impregnation Web Technology T/A Drycoat (Pty) Ltd,,Bridge Road,Bridge Road,219492800,Rough Work,Bridge Road,,,,,,871
750,IMPUMALANGA ALC,,,"C/O CHRIS HANI HS, CEKECA ROAD, KHAYELITSHA",021-8454280,Rough Work,C/O CHRIS HANI HS,CEKECA ROAD,,,,,872
751,"In Tuition, Site Name: Margaret Nicol & Associates (Pty) Ltd t/a In Tuition",shafeeqah@in-tuition.co.za,P O Box 53206 Kenilworth Cape Town 7745,"1st Floor, House Faure 10 Brodie Road Wynberg Mews 7800",021-7633360,Rough Work,1st Floor,House Faure 10 Brodie Road Wynberg Mews 7800,7800,,,,873
752,Ince (Pty) Ltd. C.T,,7 Ravenscraig Road,7 Ravenscraig Road,214407400,Rough Work,7 Ravenscraig Road,,,,,,874
753,Ince (Pty) Ltd. C.T,julieb@incecape.co.za,P.O.BOX 1749,,(021)440-7400,,7 Ravenscraig Road,Woodstock,7925,,Julie Bresendale,,875
754,Independent Institute of Education (Pty) Ltd,info@iie.ac.za,PO Box 2369 RANDBURG 2125,"11 Adderley  Street, Cape Town, 8000",(011) 783 2574,Rough Work,11 Adderley  Street,Cape Town,8000,,,,876
755,Independent Institute of Education (Pty) Ltd,info@iie.ac.za,PO Box 2369 RANDBURG 2125,"Varsity Place, Belmont Office Park, Belmont Road, Rondebosch, 7700",(011) 783 2574,Rough Work,Varsity Place;  Belmont Office Park;  Belmont Road,Rondebosch,7700,,,,877
756,Independent Institute of Education T/A VARSITY COLLEGE,CT@VARSITYCOLLEGE.CO.ZA,"PO BOX 420
Rondebosch 7701","Varsity Place, Belmont Office Park,
Belmont Road, Rondebosch 7700",(021) 685 5021,Rough Work,Varsity Place;  Belmont Office Park;  Belmont Road,Rondebosch,7700,,,,878
757,Independent Media & Print Instsitute cc,impi.training@telkomsa.net,IMPI TRAINING,,(021)592-1762,,Cnr Drukkery & Malherbe Street,Goodwood,7500,,Chris Lambert,,879
758,Independent Newspapers. Cape,,122 St George's Mall,122 St George's Mall,214884009,Rough Work,122 St George's Mall,,,,,,880
759,Independent Newspapers. Cape,lucille.vaneeden@inl.co.za,P O Box 56,,021- 488 4009,,122 St George's Mall,CAPE TOWN,8001,,Lucille van Eeden,,881
761,Industries Education & Training Institute Cape Town,learnership.admin@ietisa.co.za,P O Box 3726 Cape Town 8000,19 Kent Street Salt River Cape Town 7925,(021) 511-8048,Rough Work,19 Kent Street Salt River Cape Town 7925,,7925,,,,882
762,Infinity Deals CC (Creative Minds Bellville),pieter@cmellville.co.za,P O Box 364 Sanlamhof Bellville 7530,Shop 8b2 Nobel Park Bellville Western Cape 7530,021- 949-6097,Rough Work,Shop 8b2 Nobel Park Bellville Western Cape 7530,,7530,,,,883
763,Inhlansi Consultants cc,info@jbd.co.za,P O Box 2343 Clareinch 7740,"Office 2, 1st Floor 39 Second Avenue Harfield Village 7708",021-6839416,Rough Work,Office 2,1st Floor 39 Second Avenue Harfield Village 7708,7708,,,,884
764,Inlingua Language Training Centre Cape Town cc,info@inlingua.co.za,"Foyer A, 101, Sovereign Quay, 34 Somerset Road Green Point Cape Town 8001","Foyer A, 101, Sovereign Quay, 34 Somerset Road Green Point Cape Town 8001",021-419 0494,Rough Work,Foyer A,101,8001,,,,885
765,Inscape Education Group (Pty) Ltd,admin@inscape.co.za,P O Box 87605 HOUGHTON 2041,"302 The Armoury, Buchanan Square, 160 Sir Lowry Road, Woodstock, Cape Town, 7925",(011) 327- 2002,Rough Work,302 The Armoury; Buchanan Square;  160 Sir Lowry Road,Woodstock,7925,,,,886
766,Insimbi Security Services Cc ,,,"9 Mullers Bldg, Cuff St, Mossel Bay, Mossel Bay, Western Cape",044-6913490,Rough Work,9 Mullers Bldg,Cuff St,,,,,887
767,Institute for Development Services,,9 Upper Holly Street Newlands Cape Town 7700,9 Upper Holy Street Newlands Cape Town 7700,021-6838960,Rough Work,9 Upper Holy Street Newlands Cape Town 7700,,7700,,,,888
768,INSTITUTE FOR THE BLIND,,,"CHURCH STREET, WORCESTER, WORCESTER",023-3427633,Rough Work,CHURCH STREET,WORCESTER,,,,,889
77, REACHOUT ENGINEERING & MECHANICAL LABOUR ADMIN CC T/A REACHOUT (Phillippi),vuyani@telkomsa.net,"P O Box 19544, LENTEGEUS, 7785","66B Lansdowne Road, Crossroads, PHILLIPPI, 7785",021 374-1239,Rough Work,66B Lansdowne Road,Crossroads,7785,,,,890
770,INTANDO YETHU CLC,,,"HLULA ROAD, SECTION 33, HARARE, KHAYALITSHA",083-5966410,Rough Work,HLULA ROAD,SECTION 33,,,,,891
771,Intec College,penny.VanderByl@ICG.EDU.ZA,P O BOX 19 CAPE TOWN 8000,130 STRAND STREET CAPE TOWN 8001,021- 417-6700,Rough Work,130 STRAND STREET CAPE TOWN 8001,,8001,,,,892
772,Intec College,sharief@icg.edu.za,P.O.Box 19 Cape Town 8000,ICG House 130 Strand Street Cape Town Western Cape 8001,021-4176700,Rough Work,ICG House 130 Strand Street Cape Town Western Cape 8001,,8001,,,,893
773,"INTEC College (Pty) Ltd, CG,",Penny.VanderByl@ICG.edu.za,,"49 St George's Mall, Ground Floor, Cologne House Building, Cape Town, 8000",021 417 6700,Rough Work,49 St George's Mall;  Ground Floor,Cologne House Building,8000,,,,894
775,Interlink school of Languages cc,info@interlink.co.za,"5th Floor, 154 Main Road Sea Point Cape Town","5th Floor, 154 Main Road Sea Point Cape Town",021- 439 9834,Rough Work,5th Floor,154 Main Road Sea Point Cape Town,,,,,895
778,International Hotel School (Pty) Ltd (The),generalmanager@internationalacademy.co.za,Postnet Suite 138 Private Bag X02 GLENASHLEY 4022,"Sable Square Outlet Shopping Village (Block B), 142 Democracy Way, Marconi Beam, Milnerton, 7435",(031) 536 6500,Rough Work,Sable Square Outlet Shopping Village (Block B);  142 Democracy Way,Marconi Beam,7435,,,,896
779,International Trimmings Sa Pty Ltd,,35 9th Ave,35 9th Ave,215901138,Rough Work,35 9th Ave,,,,,,897
784,Isa Carstens Academy (Pty) Ltd,marketing@isacarstens.co.za,P O Box 149 STELLENBOSCH 7599,"101 Aan de Gragt Building, 5 Plein Street, Stellenbosch, 8000",(021) 883-9777,Rough Work,101 Aan de Gragt Building,5 Plein Street,8000,,,,898
785,ISIBANE,,,"THANDABANTU STREET, DU NOON, MILNERTON",021-5568604,Rough Work,THANDABANTU STREET,DU NOON,,,,,899
786,IT SA Computer Services Solutions (Pty) Ltd,info@it-academy.co.za,P O Box 3091PAARL 7620,"1st Floor, Sixty 3 on Main Main Road Paarl Western Cape 7646",021-4036388,Rough Work,1st Floor,Sixty 3 on Main Main Road Paarl Western Cape 7646,7646,,,,900
788,JDG Consulting ,,,"67 Rosmead Av, Kenilworth
Claremont (Western Cape)",021 6710838/ 	(021) 797-5530,Rough Work,67 Rosmead Av,Kenilworth,,,,,901
789,JED SKILLS ACADEMY,eveleenjed@gmail.com,3 Skipper Street Diazville Saldanha 7395,West Caost Business Centre Tornyn Strteet,022-714172015,Rough Work,West Caost Business Centre Tornyn Strteet,,,,,,902
79, REEDS MOTORS TABLE VIEW (PTY) LTD (Table View),,"P O Box 3550, Cape Town, 8000","Cnr Blaauwberg & Koeberg Roads, TABLE VIEW, 7441",021 556-0950,Rough Work,Cnr Blaauwberg & Koeberg Roads,TABLE VIEW,7441,,,,903
790,Jesua Consultants (Pty) Ltd,henk@JesuaC.co.za,Private Bag X5 Suite No. 45 Hartenbos 6520,Diaz Office Park Office 21 & 22 Beach Boulevard West Mossel Bay 6506,044- 6950003,Rough Work,Diaz Office Park Office 21 & 22 Beach Boulevard West Mossel Bay 6506,,6506,,,,904
792,Joan Nortje and Associates,joan@joannortje.com,P O Box 953 Eppindust 7475,47 Princess Margaret Road Ruyterwacht 7460,021-535 1758,Rough Work,47 Princess Margaret Road Ruyterwacht 7460,,,,,,905
793,Jobstart Training  Centre (CWD),clivenko@gmail.com,,,214611404,37a Somerset Road,Green Point,Kaapstad,8000,,,,906
796,JOHN RAMSEY SECONDARY ALC,,,"LAVIS DRIVE, LAVISTOWN, BISHOP LAVIS",021-9522147,Rough Work,LAVIS DRIVE,LAVISTOWN,,,,,907
797,JONKERSRIVIER,,,"OLD KOSIE DE WET BUILDING, BUITEKANT STREET, VILLIERSDORP",028-8400961,Rough Work,OLD KOSIE DE WET BUILDING,BUITEKANT STREET,,,,,908
8, HYDRAULIC SYSTEMS & PIPING SERVICES CC (BRACKENFELL),,,"Unit 7 Andre Visser Prk, 1 Eagle St,,  Okavango Park Brackenfell",219 819 895,Rough Work,Unit 7 Andre Visser Prk,1 Eagle St,,,,,909
80,,,,,,Rough Work,,,,,,,910
801,Kaap Agri Training Centre,ronelle.breytenbabach@kaapagri.co.za,0,Kaap Agri Training Centre 65 Voortrekker Malmesbury,022-4828091,Rough Work,Kaap Agri Training Centre 65 Voortrekker Malmesbury,,,,,,911
803,KALBASKRAAL,,,"FRAHNS LAAN, KALBASKRAAL, ABBOTSDALE",022-4813730,Rough Work,FRAHNS LAAN,KALBASKRAAL,,,,,912
804,KALKFONTEIN CLC,,,"C/O ISABEL AND BELHAR MAINS, KALKFONTEIN, KUILSRIVIER",021-9065330,Rough Work,C/O ISABEL AND BELHAR MAINS,KALKFONTEIN,,,,,913
805,KAMANASSIE CLC,,,"HOTTOMSKLOOF PRIM, KAMANASSIE, OUDTSHOORN",044-2793253,Rough Work,HOTTOMSKLOOF PRIM,KAMANASSIE,,,,,914
808,KAYAMANDI SEC CLC,,,"MAKUPULA HIGH, MAKUPULA STREET, KAYAMANDI",021-8828357,Rough Work,MAKUPULA HIGH,MAKUPULA STREET,,,,,915
809,KayDee Project Management Cc,keithdampies@live.co.za,PO Box 184 Grabouw 7160,KayDee Project Management Cc 3 Palmiet River Farm Main Road Grabouw 7160,021-8594676 / 0715931533 / 0723,Rough Work,KayDee Project Management Cc 3 Palmiet River Farm Main Road Grabouw 7160,,7160,,,,916
81,Creative Minds Vredenburg,0,15 Freesia Street Vredenburg  7380,15 Freesia Street Vredenburg Western Cape 7380,022-7131919,Rough Work,15 Freesia Street Vredenburg Western Cape 7380,,7380,,,,917
810,Keep The Dream 285,keepthedream285@gmail.com,P.O Box 3540 Paarl 7655,14 September Street Wellington Cape Town Western Cape 7655,082- 084 1053,Rough Work,14 September Street Wellington Cape Town Western Cape 7655,,7655,,,,918
811,KEEROM,,,"KEEROM, PORTERVILLE, PORTERVILLE",022-9313947,Rough Work,KEEROM,PORTERVILLE,,,,,919
812,KENSINGTON LITERACY PROJECT,,,"KENSINGTON LIBRARY, C/O FATRETON AND 11TH AVENUE, KENSINGTON",021-5931830,Rough Work,KENSINGTON LIBRARY,C/O FATRETON AND 11TH AVENUE,,,,,920
814,Kgolo Institute,vuyo@kgoloinstitute.co.za,"PO Box 64, Cornwall Hill, 0178",,081  331  8862,Rough Work,,,,,,,921
816,Kgolo Institute,vuyo@kgoloinstitute.co.za,"PO Box 64, Cornwall Hill, 0178",WC EC ETC,813 318 862,Rough Work,WC EC ETC,,,,,,922
819,Kgolo Institute ,vuyo@kgoloinstitute.co.za,"PO Box 64, Cornwall Hill, 0178",,081  331  8862,Rough Work,,,,,,,923
82, AERODYNE ADVANCED ADVANCED COMPOSITES (PTY) LTD (Stellenbosch),pieter@arodynetech.com,"41 Techno Avenue, Techno Park, Stellenbosch, 7600","41 Techno Avenue, Techno Park, Stellenbosch, 7600",021 880 - 2647,Rough Work,41 Techno Avenue,Techno Park,7600,,,,924
820,Kgolo Institute ,vuyo@kgoloinstitute.co.za,"PO Box 64, Cornwall Hill, 0178",,813 318 862,Rough Work,,,,,,,925
821,Kgolo Institute ,vuyo@kgoloinstitute.co.za,"PO Box 64, Cornwall Hill, 0178",WC EC ETC,813 318 862,Rough Work,WC EC ETC,,,,,,926
825,KHAYALETHU,,,"SINETHEMBA YOUTH CENTRE, KHAYELETHU, KNYSNA",044-3750303,Rough Work,SINETHEMBA YOUTH CENTRE,KHAYELETHU,,,,,927
829,Kingsway College of Computing and Business Studies Pty (Ltd),021- 418-4287,"13-17 Heerengracht Street Pier House 7th Floor, Office 701 Cape Town 8000","13-17 Heerengracht Street Pier House 7th Floor, Office 701 Cape Town Western Cape 8000",021- 418-4287,Rough Work,13-17 Heerengracht Street Pier House 7th Floor,Office 701 Cape Town Western Cape 8000,8000,,,,928
83, AG HILL T/A DISA MOTORS WORKSHOP & C V JOINT SPECIALIST (Paarl),,"240 Main Road, PAARL, 7646","240 Main Road, PAARL, 7646",021 872-3356,Rough Work,240 Main Road,PAARL,7646,,,,929
830,KLAPMUTS,,,"KLAPMUTS PRIMARY, MERCHANT STREET, KLAPMUTS",021-8828357,Rough Work,KLAPMUTS PRIMARY,MERCHANT STREET,,,,,930
831,KLAWER SATELLIET SENTRUM,,,"MANDELA STRAAT, KLAWER, VAN RHYNSDORP",027-2192031,Rough Work,MANDELA STRAAT,KLAWER,,,,,931
832,Klein Karoo Resource Centre,kkrcentr@mweb.co.za,P O Box 796 Oudtshoorn 6620,44 St Saviour Street Oudtshoorn 6625,044-272 7802,Rough Work,44 St Saviour Street Oudtshoorn 6625,,,,,,932
834,KLEINBERG,,,"ADRIAANSRYLAAN, ASLA PARK, MOSSEL BAY",044-6934171,Rough Work,ADRIAANSRYLAAN,ASLA PARK,,,,,933
835,KLIPDALE,,,"RECREATION STREET, BREDASDORP, BREDASDORP",028-4252763,Rough Work,RECREATION STREET,BREDASDORP,,,,,934
836,Knowledge Bases Sales,,P O Box 610  Constantia 7945,"Block I, The Terraces  Steenberg Office Park Tokai Western Cape 7945",021-7011850,Rough Work,Block I,The Terraces  Steenberg Office Park Tokai Western Cape 7945,7945,,,,935
837,Knowledge Bases Sales,0,P O Box 610  Constantia 7945,"Block I, The Terraces  Steenberg Office Park Tokai Western Cape 7945",021-7011850,Rough Work,Block I,The Terraces  Steenberg Office Park Tokai Western Cape 7945,7945,,,,936
838,KNYSNA MOTORS (Knysna),,"P O Box 125, KNYSNA, 6570","7 Main Street, KNYSNA, 6570",044 382-6611,Rough Work,7 Main Street,KNYSNA,6570,,,,937
840,KNYSNA SECONDARY SCHOOL,,,"SUNRIDGE STREET, HORNLEE, KNYSNA",044-3850310,Rough Work,SUNRIDGE STREET,HORNLEE,,,,,938
841,Koeberg Nuclear P/S,,"Private Bag X10,Kernkrag, Western Cape","Private Bag X10,Kernkrag, Western Cape",215504952,Rough Work,Private Bag X10,Kernkrag,,,,,939
842,KOEKENAAP,,,"SKOOLSTRAAT, KOEKENAAP, VREDENDAL",-,Rough Work,SKOOLSTRAAT,KOEKENAAP,,,,,940
843,KOELENHOF,,,"BANHOEK ROAD, STELLENBOSCH, STELLENBOSCH",021-8083644,Rough Work,BANHOEK ROAD,STELLENBOSCH,,,,,941
845,KOINONIA COMMUNITY CENTER,eddieyac@gmailcom,34 Lady Grey Street Paarl Western Cape 7646,34 Lady Grey Street Paarl,021-872 2141,Rough Work,34 Lady Grey Street Paarl,,,,,,942
