ProviderID,Provider Name,Group Provider,Email,Postal address,Centre address,Telephone no,Room_Floor,Building,House Number,StreetName,Mini_Suburb,Suburb,City,Postal Code,Comment,Website,ContactName,ContactSurname,ID,ETQAs_providers_ID,OldStreetData,Old_Room_Floor,Old_Building,Old_House Number,Old_StreetName,Old_Suburb,Old_City,Old_Postal Code
756,Independent Institute of Education T/A VARSITY COLLEGE,,CT@VARSITYCOLLEGE.CO.ZA,"PO BOX 420
Rondebosch 7701","Varsity Place, Belmont Office Park,
Belmont Road, Rondebosch 7700",(021) 685 5021,Varsity Place,Belmont Office Park,,Belmont Road,,Rondebosch,,7700,,,,,878,2,Rough Work,Varsity Place,Belmont Office Park,,Belmont Road,Rondebosch,,7700
757,Independent Media & Print Instsitute cc,,impi.training@telkomsa.net,IMPI TRAINING,,(021)592-1762,,,,Cnr Drukkery & Malherbe Street,,Goodwood,,7500,,,Chris Lambert,,879,4,,,,,Cnr Drukkery & Malherbe Street,Goodwood,,7500
758,Independent Newspapers. Cape,,,122 St George's Mall,122 St George's Mall,214884009,,,122,St George's Mall,,Cape Town,,8000,,,,,880,11,Rough Work,,,,122 St George's Mall,,,
759,Independent Newspapers. Cape,,lucille.vaneeden@inl.co.za,P O Box 56,,021- 488 4009,,,122,St George's Mall,,CAPE TOWN,,8001,,,Lucille van Eeden,,881,4,,,,,122 St George's Mall,CAPE TOWN,,8001
761,Industries Education & Training Institute Cape Town,,learnership.admin@ietisa.co.za,P O Box 3726 Cape Town 8000,19 Kent Street Salt River Cape Town 7925,(021) 511-8048,,,19,Kent Street,,Salt River,,,,,,,882,26,Rough Work,,,,19 Kent Street Salt River Cape Town 7925,,,7925
762,Infinity Deals CC (Creative Minds Bellville),,pieter@cmellville.co.za,P O Box 364 Sanlamhof Bellville 7530,Shop 8b2 Nobel Park Bellville Western Cape 7530,021- 949-6097,,Shop 8b2,,,,Bellville,Cape Town,7530,,,,,883,9,Rough Work,,,,Shop 8b2 Nobel Park Bellville Western Cape 7530,,,7530
763,Inhlansi Consultants cc,,info@jbd.co.za,P O Box 2343 Clareinch 7740,"Office 2, 1st Floor 39 Second Avenue Harfield Village 7708",021-6839416,1st Floor,Office 2,39,Second Avenue,,Harfield Village 7708,,,,,,,884,25,Rough Work,,,,Office 2,1st Floor 39 Second Avenue Harfield Village 7708,,7708
764,Inlingua Language Training Centre Cape Town cc,,info@inlingua.co.za,"Foyer A, 101, Sovereign Quay, 34 Somerset Road Green Point Cape Town 8001","Foyer A, 101, Sovereign Quay, 34 Somerset Road Green Point Cape Town 8001",021-419 0494,"Foyer A, 101,",Sovereign Quay,34,Somerset Road,,Green Point,Cape Town,8001,,,,,885,19,Rough Work,,,,Foyer A,101,,8001
765,Inscape Education Group (Pty) Ltd,,admin@inscape.co.za,P O Box 87605 HOUGHTON 2041,"302 The Armoury, Buchanan Square, 160 Sir Lowry Road, Woodstock, Cape Town, 7925",(011) 327- 2002,302The Armoury,Buchanan Square,160,Sir Lowry Road,,Woodstock,,7925,,,,,886,13,Rough Work,302The Armoury,Buchanan Square,160,Sir Lowry Road,Woodstock,,7925
766,Insimbi Security Services Cc ,,,,"9 Mullers Bldg, Cuff St, Mossel Bay, Mossel Bay, Western Cape",044-6913490,,Mullers Bldg,9,Cuff St,,Mossel Bay,,,,,,,887,18,Rough Work,,,,9 Mullers Bldg,Cuff St,,
767,Institute for Development Services,,,9 Upper Holly Street Newlands Cape Town 7700,9 Upper Holy Street Newlands Cape Town 7700,021-6838960,,,9,Upper Holy Street,,Newlands,Cape Town,,,,,,888,25,Rough Work,,,,9 Upper Holy Street Newlands Cape Town 7700,,,7700
768,INSTITUTE FOR THE BLIND,,,,"CHURCH STREET, WORCESTER, WORCESTER",023-3427633,,,,CHURCH STREET,,WORCESTER,WORCESTER,,,,,,889,12,Rough Work,,,,CHURCH STREET,WORCESTER,WORCESTER,
77,REACHOUT ENGINEERING & MECHANICAL LABOUR ADMIN CC T/A REACHOUT (Phillippi),,vuyani@telkomsa.net,"P O Box 19544, LENTEGEUS, 7785","66B Lansdowne Road, Crossroads, PHILLIPPI, 7785",021 374-1239,,,66B,Lansdowne Road,,Crossroads,,7785,,,,,890,8,Rough Work,,,,66B Lansdowne Road,Crossroads,,7785
770,INTANDO YETHU CLC,,,,"HLULA ROAD, SECTION 33, HARARE, KHAYALITSHA",083-5966410,,,,HLULA ROAD,,SECTION 33,HARARE,,,,,,891,12,Rough Work,,,,HLULA ROAD,SECTION 33,HARARE,
771,Intec College,,penny.VanderByl@ICG.EDU.ZA,P O BOX 19 CAPE TOWN 8000,130 STRAND STREET CAPE TOWN 8001,021- 417-6700,,,130,STRAND STREET,,CAPE TOWN,CAPE TOWN,,,,Duplicate Suburb/City,,892,25,Rough Work,,,,130 STRAND STREET CAPE TOWN 8001,,,8001
772,Intec College,,sharief@icg.edu.za,P.O.Box 19 Cape Town 8000,ICG House 130 Strand Street Cape Town Western Cape 8001,021-4176700,,ICG House,130,Strand Street,,Cape Town,Cape Town,8001,,,Duplicate Suburb/City,,893,9,Rough Work,,,,ICG House 130 Strand Street Cape Town Western Cape 8001,,,8001
773,"INTEC College (Pty) Ltd, CG,",,Penny.VanderByl@ICG.edu.za,,"49 St George's Mall, Ground Floor, Cologne House Building, Cape Town, 8000",021 417 6700,Ground Floor,Cologne House Building,49,St George's Mall,,Cape Town,,8000,,,,,894,17,Rough Work,Ground Floor,Cologne House Building,49,St George's Mall,Cape Town,,8000
775,Interlink school of Languages cc,,info@interlink.co.za,"5th Floor, 154 Main Road Sea Point Cape Town","5th Floor, 154 Main Road Sea Point Cape Town",021- 439 9834,5th Floor,,154,Main Road,,Sea Point,Cape Town,,,,,,895,19,Rough Work,,,,5th Floor,154 Main Road Sea Point Cape Town,,
778,International Hotel School (Pty) Ltd (The),,generalmanager@internationalacademy.co.za,Postnet Suite 138 Private Bag X02 GLENASHLEY 4022,"Sable Square Outlet Shopping Village (Block B), 142 Democracy Way, Marconi Beam, Milnerton, 7435",(031) 536 6500,Sable Square Outlet,Shopping Village (Block B),142,Democracy Way,,Marconi Beam,,7435,,,,,896,13,Rough Work,Sable Square Outlet,Shopping Village (Block B),142,Democracy Way,Marconi Beam,,7435
779,International Trimmings Sa Pty Ltd,,,35 9th Ave,35 9th Ave,215901138,,,35,9th Ave,,Maitland,,7405,,,,,897,11,Rough Work,,,,35 9th Ave,,,
784,Isa Carstens Academy (Pty) Ltd,,marketing@isacarstens.co.za,P O Box 149 STELLENBOSCH 7599,"101 Aan de Gragt Building, 5 Plein Street, Stellenbosch, 8000",(021) 883-9777,101,Aan de Gragt Building,5,Plein Street,,Stellenbosch,,7600,,,,,898,13,Rough Work,101,Aan de Gragt Building,5,Plein Street,Stellenbosch,,7600
785,ISIBANE,,,,"THANDABANTU STREET, DU NOON, MILNERTON",021-5568604,,,,THANDABANTU STREET,,DU NOON,MILNERTON,,,,,,899,12,Rough Work,,,,THANDABANTU STREET,DU NOON,MILNERTON,
786,IT SA Computer Services Solutions (Pty) Ltd,,info@it-academy.co.za,P O Box 3091PAARL 7620,"1st Floor, Sixty 3 on Main Main Road Paarl Western Cape 7646",021-4036388,1st Floor,,63,Main Rd,,Paarl,Paarl,7646,,,Duplicate Suburb/City,,900,9,Rough Work,,,,1st Floor,Sixty 3 on Main Main Road Paarl Western Cape 7646,,7646
788,JDG Consulting ,,,,"67 Rosmead Av, Kenilworth
Claremont (Western Cape)",021 6710838/ 	(021) 797-5530,,,,Rosmead Avenue,,Kenilworth,,,,,,,901,2,Rough Work,,,,Rosmead Avenue,Kenilworth,,
789,JED SKILLS ACADEMY,,eveleenjed@gmail.com,3 Skipper Street Diazville Saldanha 7395,West Caost Business Centre Tornyn Strteet,022-714172015,,West Coast Business Centre,,Tornyn Street,,Saldanha,Saldanha,,,,Duplicate Suburb/City,,902,3,Rough Work,,,,West Caost Business Centre Tornyn Strteet,,,
79,REEDS MOTORS TABLE VIEW (PTY) LTD (Table View),,,"P O Box 3550, Cape Town, 8000","Cnr Blaauwberg & Koeberg Roads, TABLE VIEW, 7441",021 556-0950,,,,Cnr Blaauwberg & Koeberg Roads,,Table View,,7441,,,,,903,8,Rough Work,,,,Cnr Blaauwberg & Koeberg Roads,TABLE VIEW,,7441
790,Jesua Consultants (Pty) Ltd,,henk@JesuaC.co.za,Private Bag X5 Suite No. 45 Hartenbos 6520,Diaz Office Park Office 21 & 22 Beach Boulevard West Mossel Bay 6506,044- 6950003,,Diaz Office Park Office,,Beach Boulevard West,,Mossel Bay,,,,,,,904,25,Rough Work,,,,Diaz Office Park Office 21 & 22 Beach Boulevard West Mossel Bay 6506,,,6506
792,Joan Nortje and Associates,,joan@joannortje.com,P O Box 953 Eppindust 7475,47 Princess Margaret Road Ruyterwacht 7460,021-535 1758,,,47,Princess Margaret Road,,Ruyterwacht,,7460,,,,,905,25,Rough Work,,,,47 Princess Margaret Road Ruyterwacht 7460,,,
793,Jobstart Training  Centre (CWD),,clivenko@gmail.com,,,214611404,,,,Somerset Road,,Green Point Kaapstad,Cape Town,8001,,,,,906,22,37a Somerset Road,,,37a Somerset Road,Green Point,Kaapstad,,8000
796,JOHN RAMSEY SECONDARY ALC,,,,"LAVIS DRIVE, LAVISTOWN, BISHOP LAVIS",021-9522147,,LAVIS DRIVE,,LAVISTOWN,,LAVISTOWN,BISHOP LAVIS,,,,,,907,12,Rough Work,,LAVIS DRIVE,,LAVISTOWN,LAVISTOWN,BISHOP LAVIS,
797,JONKERSRIVIER,,,,"OLD KOSIE DE WET BUILDING, BUITEKANT STREET, VILLIERSDORP",028-8400961,,OLD KOSIE DE WET BUILDING,,BUITEKANT STREET,,VILLIERSDORP,VILLIERSDORP,,,,,,908,12,Rough Work,,OLD KOSIE DE WET BUILDING,,BUITEKANT STREET,VILLIERSDORP,VILLIERSDORP,
8,HYDRAULIC SYSTEMS & PIPING SERVICES CC (BRACKENFELL),,,,"Unit 7 Andre Visser Prk, 1 Eagle St,,  Okavango Park Brackenfell",219 819 895,Unit 7,Andre Visser Park,1,Eagle Street,,Brackenfell,,7561,,,,,909,8,Rough Work,,,,Unit 7 Andre Visser Prk,1 Eagle St,,
80,,,,,,,,,,,,,,,,,,,910,1,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,No provider,,,,911,2,Rough Work,,,,,,,
80,,,,,,,,,,,,,Cape Town,,,,,,912,3,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,,,,,913,4,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,,,,,914,5,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,No provider,,,,915,6,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,,,,,916,7,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,????,,,,917,8,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,,,,,918,9,Rough Work,,,,,,,
80,,,,,,,1st Floor,Park Central Building,21,New Street,,Durbanville,,7550,Address Added,,,,919,10,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,???,,,,920,11,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,No provider,,,,921,13,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,,,,,922,14,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,No provider,,,,923,16,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,No provider,,,,924,17,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,,,,,925,18,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,,,,,926,19,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,,,,,927,20,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,,,,,928,22,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,,,,,929,23,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,,,,,930,24,Rough Work,,,,,,,
80,,,,,,,,,,,,,,,,,,,931,26,Rough Work,,,,,,,
801,Kaap Agri Training Centre,,ronelle.breytenbabach@kaapagri.co.za,0,Kaap Agri Training Centre 65 Voortrekker Malmesbury,022-4828091,,,65,Voortrekker,,Malmesbury,Malmesbury,,,,,,932,20,Rough Work,,,,Kaap Agri Training Centre 65 Voortrekker Malmesbury,,,
803,KALBASKRAAL,,,,"FRAHNS LAAN, KALBASKRAAL, ABBOTSDALE",022-4813730,,,,FRAHNS LAAN,,KALBASKRAAL,ABBOTSDALE,,,,,,933,12,Rough Work,,,,FRAHNS LAAN,KALBASKRAAL,ABBOTSDALE,
804,KALKFONTEIN CLC,,,,"C/O ISABEL AND BELHAR MAINS, KALKFONTEIN, KUILSRIVIER",021-9065330,,C/O ISABEL AND BELHAR MAINS,,KALKFONTEIN,,KALKFONTEIN,KUILSRIVIER,,,,,,934,12,Rough Work,,C/O ISABEL AND BELHAR MAINS,,KALKFONTEIN,KALKFONTEIN,KUILSRIVIER,
805,KAMANASSIE CLC,,,,"HOTTOMSKLOOF PRIM, KAMANASSIE, OUDTSHOORN",044-2793253,,HOTTOMSKLOOF PRIM,,KAMANASSIE,,KAMANASSIE,OUDTSHOORN,,,,,,935,12,Rough Work,,HOTTOMSKLOOF PRIM,,KAMANASSIE,KAMANASSIE,OUDTSHOORN,
808,KAYAMANDI SEC CLC,,,,"MAKUPULA HIGH, MAKUPULA STREET, KAYAMANDI",021-8828357,,MAKUPULA HIGH,,MAKUPULA STREET,,KAYAMANDI,KAYAMANDI,,,,,,936,12,Rough Work,,MAKUPULA HIGH,,MAKUPULA STREET,KAYAMANDI,KAYAMANDI,
809,KayDee Project Management Cc,,keithdampies@live.co.za,PO Box 184 Grabouw 7160,KayDee Project Management Cc 3 Palmiet River Farm Main Road Grabouw 7160,021-8594676 / 0715931533 / 0723,,,3  Palmiet River Farm,Main Road,,Grabouw,Grabouw,7160,,,,,937,20,Rough Work,,,,KayDee Project Management Cc 3 Palmiet River Farm Main Road Grabouw 7160,,,7160
81,Creative Minds Vredenburg,Creative Minds,0,15 Freesia Street Vredenburg  7380,15 Freesia Street Vredenburg Western Cape 7380,022-7131919,,,15,Freesia Street,,Vredenburg,Vredenburg,7380,,,Duplicate Suburb/City,,938,9,Rough Work,,,,15 Freesia Street Vredenburg Western Cape 7380,,,7380
810,Keep The Dream 285,,keepthedream285@gmail.com,P.O Box 3540 Paarl 7655,14 September Street Wellington Cape Town Western Cape 7655,082- 084 1053,,,14,September Street,,Wellington,Wellington,7655,,,Duplicate Suburb/City,,939,9,Rough Work,,,,14 September Street Wellington Cape Town Western Cape 7655,,,7655
811,KEEROM,,,,"KEEROM, PORTERVILLE, PORTERVILLE",022-9313947,,KEEROM,,PORTERVILLE,,PORTERVILLE,PORTERVILLE,,,,,,940,12,Rough Work,,KEEROM,,PORTERVILLE,PORTERVILLE,PORTERVILLE,
812,KENSINGTON LITERACY PROJECT,,,,"KENSINGTON LIBRARY, C/O FATRETON AND 11TH AVENUE, KENSINGTON",021-5931830,,KENSINGTON LIBRARY,,C/O FACTRETON AND 11TH AVENUE,,KENSINGTON,KENSINGTON,,,,,,941,12,Rough Work,,KENSINGTON LIBRARY,,C/O FACTRETON AND 11TH AVENUE,KENSINGTON,KENSINGTON,
814,Kgolo Institute,,vuyo@kgoloinstitute.co.za,"PO Box 64, Cornwall Hill, 0178",,081  331  8862,,,,,,,,,,,,,942,7,Rough Work,,,,,,,
816,Kgolo Institute,,vuyo@kgoloinstitute.co.za,"PO Box 64, Cornwall Hill, 0178",WC EC ETC,813 318 862,,,,WC EC ETC,,,,,,,,,943,7,Rough Work,,,,WC EC ETC,,,
819,Kgolo Institute ,,vuyo@kgoloinstitute.co.za,"PO Box 64, Cornwall Hill, 0178",,081  331  8862,,,,,,,,,,,,,944,7,Rough Work,,,,,,,
82,AERODYNE ADVANCED ADVANCED COMPOSITES (PTY) LTD (Stellenbosch),,pieter@arodynetech.com,"41 Techno Avenue, Techno Park, Stellenbosch, 7600","41 Techno Avenue, Techno Park, Stellenbosch, 7600",021 880 - 2647,,Techno Park,41,Techno Avenue,,STELLENBOSCH,STELLENBOSCH,7600,,,Duplicate Suburb/City,,945,8,Rough Work,,,,41 Techno Avenue,Techno Park,,7600
820,Kgolo Institute ,,vuyo@kgoloinstitute.co.za,"PO Box 64, Cornwall Hill, 0178",,813 318 862,,,,,,,,,,,,,946,7,Rough Work,,,,,,,
821,Kgolo Institute ,,vuyo@kgoloinstitute.co.za,"PO Box 64, Cornwall Hill, 0178",WC EC ETC,813 318 862,,,,WC EC ETC,,,,,,,,,947,7,Rough Work,,,,WC EC ETC,,,
825,KHAYALETHU,,,,"SINETHEMBA YOUTH CENTRE, KHAYELETHU, KNYSNA",044-3750303,,SINETHEMBA YOUTH CENTRE,,KHAYELETHU,,KHAYELETHU,KNYSNA,,,,,,948,12,Rough Work,,SINETHEMBA YOUTH CENTRE,,KHAYELETHU,KHAYELETHU,KNYSNA,
829,Kingsway College of Computing and Business Studies Pty (Ltd),,021- 418-4287,"13-17 Heerengracht Street Pier House 7th Floor, Office 701 Cape Town 8000","13-17 Heerengracht Street Pier House 7th Floor, Office 701 Cape Town Western Cape 8000",021- 418-4287,"7th Floor, Office 701",13-17 Heerengracht Street Pier House,,Heerengracht Street,,Cape Town,Cape Town,8000,,,Duplicate Suburb/City,,949,9,Rough Work,,,,13-17 Heerengracht Street Pier House 7th Floor,Office 701 Cape Town Western Cape 8000,,8000
83,AG HILL T/A DISA MOTORS WORKSHOP & C V JOINT SPECIALIST (Paarl),,,"240 Main Road, PAARL, 7646","240 Main Road, PAARL, 7646",021 872-3356,,,,240 Main Road,,PAARL,PAARL,7646,,,Duplicate Suburb/City,,950,8,Rough Work,,,,240 Main Road,PAARL,,7646
830,KLAPMUTS,,,,"KLAPMUTS PRIMARY, MERCHANT STREET, KLAPMUTS",021-8828357,,KLAPMUTS PRIMARY,,MERCHANT STREET,,KLAPMUTS,KLAPMUTS,,,,,,951,12,Rough Work,,KLAPMUTS PRIMARY,,MERCHANT STREET,KLAPMUTS,KLAPMUTS,
831,KLAWER SATELLIET SENTRUM,,,,"MANDELA STRAAT, KLAWER, VAN RHYNSDORP",027-2192031,,,,MANDELA STRAAT,,KLAWER,VAN RHYNSDORP,,,,,,952,12,Rough Work,,,,MANDELA STRAAT,KLAWER,VAN RHYNSDORP,
832,Klein Karoo Resource Centre,,kkrcentr@mweb.co.za,P O Box 796 Oudtshoorn 6620,44 St Saviour Street Oudtshoorn 6625,044-272 7802,,,44,St Saviour Street,,Oudtshoorn,,6625,,,,,953,25,Rough Work,,,,44 St Saviour Street Oudtshoorn 6625,,,
834,KLEINBERG,,,,"ADRIAANSRYLAAN, ASLA PARK, MOSSEL BAY",044-6934171,,,,ADRIAANSRYLAAN,,ASLA PARK,MOSSEL BAY,,,,,,954,12,Rough Work,,,,ADRIAANSRYLAAN,ASLA PARK,MOSSEL BAY,
835,KLIPDALE,,,,"RECREATION STREET, BREDASDORP, BREDASDORP",028-4252763,,,,RECREATION STREET,,BREDASDORP,BREDASDORP,,,,,,955,12,Rough Work,,,,RECREATION STREET,BREDASDORP,BREDASDORP,
836,Knowledge Bases Sales,,,P O Box 610  Constantia 7945,"Block I, The Terraces  Steenberg Office Park Tokai Western Cape 7945",021-7011850,Block I,"The Terraces , Steenberg Office Park",,,,Tokai,Cape Town,7945,,,,,956,9,Rough Work,,,,Block I,The Terraces  Steenberg Office Park Tokai Western Cape 7945,,7945
837,Knowledge Bases Sales,,0,P O Box 610  Constantia 7945,"Block I, The Terraces  Steenberg Office Park Tokai Western Cape 7945",021-7011850,Block I,"The Terraces , Steenberg Office Park",,,,Tokai,Cape Town,7945,,,,,957,9,Rough Work,,,,Block I,The Terraces  Steenberg Office Park Tokai Western Cape 7945,,7945
838,KNYSNA MOTORS (Knysna),,,"P O Box 125, KNYSNA, 6570","7 Main Street, KNYSNA, 6570",044 382-6611,,,,7 Main Street,,KNYSNA,KNYSNA,6570,,,Duplicate Suburb/City,,958,8,Rough Work,,,,7 Main Street,KNYSNA,,6570
840,KNYSNA SECONDARY SCHOOL,,,,"SUNRIDGE STREET, HORNLEE, KNYSNA",044-3850310,,,,SUNRIDGE STREET,,HORNLEE,KNYSNA,,,,,,959,12,Rough Work,,,,SUNRIDGE STREET,HORNLEE,KNYSNA,
841,Koeberg Nuclear P/S,,,"Private Bag X10,Kernkrag, Western Cape","Private Bag X10,Kernkrag, Western Cape",215504952,,Koeberg Power Station,,R 27,,Cape Town,,8000,Address Added,,,,960,11,Rough Work,,,,Private Bag X10,Kernkrag,,
842,KOEKENAAP,,,,"SKOOLSTRAAT, KOEKENAAP, VREDENDAL",-,,,,SKOOLSTRAAT,,KOEKENAAP,VREDENDAL,,,,,,961,12,Rough Work,,,,SKOOLSTRAAT,KOEKENAAP,VREDENDAL,
843,KOELENHOF,,,,"BANHOEK ROAD, STELLENBOSCH, STELLENBOSCH",021-8083644,,,,BANHOEK ROAD,,STELLENBOSCH,STELLENBOSCH,,,,,,962,12,Rough Work,,,,BANHOEK ROAD,STELLENBOSCH,STELLENBOSCH,
845,KOINONIA COMMUNITY CENTER,,eddieyac@gmailcom,34 Lady Grey Street Paarl Western Cape 7646,34 Lady Grey Street Paarl,021-872 2141,,,34,Lady Grey Street,,Paarl,Paarl,,,,Duplicate Suburb/City,,963,3,Rough Work,,,,34 Lady Grey Street Paarl,,,
846,KORINGBERG (SITE),,,,"KORINGBERG PRIMER, KORINGBERG, MOORREESBURG",022-4334355,,KORINGBERG PRIMER,,KORINGBERG,,KORINGBERG,MOORREESBURG,,,,,,964,12,Rough Work,,KORINGBERG PRIMER,,KORINGBERG,KORINGBERG,MOORREESBURG,
847,KOUE BOKKEVELD CLC,,,,"SKURWEBERG SECONDARY SCHOOL, KOUE BOKKEVELD, OP-DIE-BERG",023-3162748,,SKURWEBERG SECONDARY SCHOOL,,KOUE BOKKEVELD,,KOUE BOKKEVELD,OP-DIE-BERG,,,,,,965,12,Rough Work,,SKURWEBERG SECONDARY SCHOOL,,KOUE BOKKEVELD,KOUE BOKKEVELD,OP-DIE-BERG,
848,Koue Bokkeveld Training Centre,,joy@kbos.co.za,Po Box 56 Koue Bokkeveld Breede River Rural 6836,Koue Bokkeveld Training Centre 63 Bergsig street Op die Berg Koue Bokkeveld Breede River Rural 6836,023-3170983/ 0835425980/0233170,,,63,Bergsig street,,Op die Berg,Breede River,6836,,,,,966,20,Rough Work,,,,Koue Bokkeveld Training Centre 63 Bergsig street Op die Berg Koue Bokkeveld Breede River Rural 6836,,,6836
849,KRAAIFONTEIN CLC,,,,"Koopmans Avenue, Scottsdene, KRAAIFONTEIN",021-9882835,,,,Koopmans Avenue,,Scottsdene,KRAAIFONTEIN,,,,,,967,12,Rough Work,,,,Koopmans Avenue,Scottsdene,KRAAIFONTEIN,
85,"Aldabri 106 (Pty) Ltd T/A Institute for Quality Education, Training & Development (CAPE TOWN) (TP)",,http://www.mbendi.com/company/airite-cc-1368903,"Sunrise Pk, Sunrise Cir, Ndabeni, Cape Town","P.O. Box 878, Howard Place, Cape Town, 7450",+27 21 5313593,,,11,Robert Sobukwe Road,,Bellville,,7450,Address Added,,,,968,8,Rough Work,,,,P.O. Box 878,Howard Place,,7450
850,KRAAIFONTEIN SHOOTING ACADEMY KRAAIFONTEIN ,,info@kraaifonteinshooting.co.za,PO Box 5172 Kraaifontein North 7572,"Municipal Sports Grounds Sarel van Deventer Street Kraaifontein, Western Cape 7572, South Africa",,,Municipal Sports Grounds,,Sarel van Deventer Street,,Kraaifontein,,7572,,,,,969,18,Rough Work,,,,Municipal Sports Grounds Sarel van Deventer Street Kraaifontein,Western Cape 7572,,7572
851,KRAAIFONTEIN SHOOTING ACADEMY ,,info@kraaifonteinshooting.co.za,PO Box 5172 Kraaifontein North 7572,"Municipal Sports Grounds Sarel van Deventer Street Kraaifontein, Western Cape 7572, South Africa",,,Municipal Sports Grounds,,Sarel van Deventer Street,,Kraaifontein,,7572,,,,,970,18,Rough Work,,,,Municipal Sports Grounds Sarel van Deventer Street Kraaifontein,Western Cape 7572,,7572
852,KRANSHOEK,,,,"KRANSHOEK PS, MONUMENT STREET, KRANSHOEK",044-5339357,,KRANSHOEK PS,,MONUMENT STREET,,KRANSHOEK,KRANSHOEK,,,,,,971,12,Rough Work,,KRANSHOEK PS,,MONUMENT STREET,KRANSHOEK,KRANSHOEK,
853,Kromco (Pty) Limited,,hrofficer@kromco.co.za,P.O. Box 133 Grabouw Theewaterskloof Urban 7160,Kromco (Pty) Limited Patryslaagte Grabouw Overstrand Urban 7160,021-8506700,,,,,,Patryslaagte,,7160,,,,,972,20,Rough Work,,,,Kromco (Pty) Limited Patryslaagte Grabouw Overstrand Urban 7160,,,7160
854,KRUISMANSRIVIER,,,,"AANDBLOMSTRAAT, P/A STEYNVILLE SEK, PIKETBERG",022-9131309,,P/A STEYNVILLE SEK,,AANDBLOMSTRAAT,,PIKETBERG,,,,,,,973,12,Rough Work,,P/A STEYNVILLE SEK,,AANDBLOMSTRAAT,PIKETBERG,,
855,KUYASA CLC,,,,"LUDWE NGAMLANA MQA MKI STREET, KUYASA, KHAYELITSHA",083-2416411,,,,LUDWE NGAMLANA MQA MKI STREET,,KUYASA,KHAYELITSHA,,,,,,974,12,Rough Work,,,,LUDWE NGAMLANA MQA MKI STREET,KUYASA,KHAYELITSHA,
856,KWANOKUTHULA (PHAKAMISANI),,,,"PHAKAMISANI PRIMARY, SISHUBA STREET, KWANOKUTHULA",044-5333029,,PHAKAMISANI PRIMARY,,SISHUBA STREET,,KWANOKUTHULA,KWANOKUTHULA,,,,,,975,12,Rough Work,,PHAKAMISANI PRIMARY,,SISHUBA STREET,KWANOKUTHULA,KWANOKUTHULA,
858,KWV SOUTH AFRICA PTY LTD,,eksteena@kwv.co.za,POSBUS 528 WESTERN CAPE SUIDER PAARL 7624,POSBUS 528 WESTERN CAPE,021-8073911,,,,Main St,,Paarl,Paarl,7646,,,Duplicate Suburb/City,,976,3,Rough Work,,,,POSBUS 528 WESTERN CAPE,,,
86,ALL DIESEL ENGINE PIPES T/A ADE PIPES (Kraaifontein),,vincent@adepipes.co.za,"Industrial Road, Kraaifontein Industrial, KRAAIFONTEIN, 7569","P O Box 1034, KRAAIFONTEIN, 7570",021 987 0205,,,,Industrial Road,,Kraaifontein,,7570,Address Added,,,,977,8,Rough Work,,,,P O Box 1034,KRAAIFONTEIN,,7570
862,LADISMITH KAAS MPY EDMS BPK,,info@ ladismithcheese.co.za,SCHOONGESICHT LAAN LADISMITH LADISMITH 6655,SCHOONGESICHT LAAN LADISMITH,028-5511675,,,,SCHOONGESICHT LAAN,,LADISMITH,LADISMITH,6655,,,Duplicate Suburb/City,,978,3,Rough Work,,,,SCHOONGESICHT LAAN LADISMITH,,,
863,LAMBERTSBAAI,,,,"PW DE BRUIN PRIMARY, PIETERSEN STREET, LAMBERTSBAY",027-4822223,,PW DE BRUIN PRIMARY,,PIETERSEN STREET,,LAMBERTSBAY,LAMBERTSBAY,,,,,,979,12,Rough Work,,PW DE BRUIN PRIMARY,,PIETERSEN STREET,LAMBERTSBAY,LAMBERTSBAY,
867,LATEGANSVLEI ALC,,,,"LATEGANSVLEI PRIMARY, LATEGANSVLEI, OUDTSHOORN",044-2793253,,LATEGANSVLEI PRIMARY,,LATEGANSVLEI,,LATEGANSVLEI,OUDTSHOORN,,,,,,980,12,Rough Work,,LATEGANSVLEI PRIMARY,,LATEGANSVLEI,LATEGANSVLEI,OUDTSHOORN,
