ProviderMasterID1,Provider_ETQA Master_ID,Provider_ETQA Master_Status,Provider_ETQA Master_Provider_ETQA_ID,ProviderID,Provider Name,Group Provider,Postal address,Centre address,Telephone no,House Number,StreetName,Suburb,City,Postal Code,Provider_ETQA_ID,ETQAs_providers_ID,ETQAs_providers_ETQA,ETQAs_providers_Researcher,ETQAs_providers_Status,CourseMasterID1,Courses_ETQA Master_ID,Courses_ETQA Master_Courses_ID,Qualifications_ID,QualCode,QualName,NQF level,Qualification Type,Descriptor,Specialisation,etqas_courses_,Courses_ID,ETQAs_ID,ETQA_ID,ETQAs_Courses_ETQA,ETQAs_Courses_Researcher
17897,23,,122,1142,Prestige Academy (Pty) Ltd,,P O Box 2220 BELLVILLE 7535,"DJ Wood Avenue, Bellville Business Park, Corner Voortrekker Street & Mike Pienaar, Bellville, 7530",(021) 949-5036,DJ Wood Avenue,Corner Voortrekker Street & Mike Pienaar,Bellville,,7530,122,13,Private HE,Tim,Private,17897,23,201,118,,Diploma in Business Management,,Diploma,Business Management,,,201,13,20,Private HE,Tim
17898,23,,122,1142,Prestige Academy (Pty) Ltd,,P O Box 2220 BELLVILLE 7535,"DJ Wood Avenue, Bellville Business Park, Corner Voortrekker Street & Mike Pienaar, Bellville, 7530",(021) 949-5036,DJ Wood Avenue,Corner Voortrekker Street & Mike Pienaar,Bellville,,7530,122,13,Private HE,Tim,Private,17898,23,201,118,,Diploma in Business Management,,Diploma,Business Management,,,201,13,20,Private HE,Tim
17899,23,,122,1142,Prestige Academy (Pty) Ltd,,P O Box 2220 BELLVILLE 7535,"DJ Wood Avenue, Bellville Business Park, Corner Voortrekker Street & Mike Pienaar, Bellville, 7530",(021) 949-5036,DJ Wood Avenue,Corner Voortrekker Street & Mike Pienaar,Bellville,,7530,122,13,Private HE,Tim,Private,17899,23,550,150,,Diploma in Information Technology (HEQSF Aligned 360 credits: Contact Mode),,Diploma,Information Technology,,,550,13,20,Private HE,Tim
17900,23,,122,1142,Prestige Academy (Pty) Ltd,,P O Box 2220 BELLVILLE 7535,"DJ Wood Avenue, Bellville Business Park, Corner Voortrekker Street & Mike Pienaar, Bellville, 7530",(021) 949-5036,DJ Wood Avenue,Corner Voortrekker Street & Mike Pienaar,Bellville,,7530,122,13,Private HE,Tim,Private,17900,23,106,109,,Diploma in 3-D Design and Digital Animation,,Diploma,3-D Design and Digital Animation,,,106,13,20,Private HE,Tim
17901,23,,122,1142,Prestige Academy (Pty) Ltd,,P O Box 2220 BELLVILLE 7535,"DJ Wood Avenue, Bellville Business Park, Corner Voortrekker Street & Mike Pienaar, Bellville, 7530",(021) 949-5036,DJ Wood Avenue,Corner Voortrekker Street & Mike Pienaar,Bellville,,7530,122,13,Private HE,Tim,Private,17901,23,865,179,,Diploma in Print Production and Design,,Diploma,Print Production and Design,,,865,13,20,Private HE,Tim
17902,23,,122,1142,Prestige Academy (Pty) Ltd,,P O Box 2220 BELLVILLE 7535,"DJ Wood Avenue, Bellville Business Park, Corner Voortrekker Street & Mike Pienaar, Bellville, 7530",(021) 949-5036,DJ Wood Avenue,Corner Voortrekker Street & Mike Pienaar,Bellville,,7530,122,13,Private HE,Tim,Private,17902,23,382,135,,Diploma in Event Management,,Diploma,Event Management,,,382,13,20,Private HE,Tim
17903,23,,122,1142,Prestige Academy (Pty) Ltd,,P O Box 2220 BELLVILLE 7535,"DJ Wood Avenue, Bellville Business Park, Corner Voortrekker Street & Mike Pienaar, Bellville, 7530",(021) 949-5036,DJ Wood Avenue,Corner Voortrekker Street & Mike Pienaar,Bellville,,7530,122,13,Private HE,Tim,Private,17903,23,1041,195,,Diploma in Tourism Management,,Diploma,Tourism Management,,,1041,13,20,Private HE,Tim
17904,23,,122,1142,Prestige Academy (Pty) Ltd,,P O Box 2220 BELLVILLE 7535,"DJ Wood Avenue, Bellville Business Park, Corner Voortrekker Street & Mike Pienaar, Bellville, 7530",(021) 949-5036,DJ Wood Avenue,Corner Voortrekker Street & Mike Pienaar,Bellville,,7530,122,13,Private HE,Tim,Private,17904,23,201,118,,Diploma in Business Management,,Diploma,Business Management,,,201,13,20,Private HE,Tim
17905,23,,122,1142,Prestige Academy (Pty) Ltd,,P O Box 2220 BELLVILLE 7535,"DJ Wood Avenue, Bellville Business Park, Corner Voortrekker Street & Mike Pienaar, Bellville, 7530",(021) 949-5036,DJ Wood Avenue,Corner Voortrekker Street & Mike Pienaar,Bellville,,7530,122,13,Private HE,Tim,Private,17905,23,4450,63,,Bachelor of Arts in Visual Arts in Visual Communication Design,,Bachelor,Arts,Visual Arts,,4450,13,20,Private HE,Tim
17906,23,,122,1142,Prestige Academy (Pty) Ltd,,P O Box 2220 BELLVILLE 7535,"DJ Wood Avenue, Bellville Business Park, Corner Voortrekker Street & Mike Pienaar, Bellville, 7530",(021) 949-5036,DJ Wood Avenue,Corner Voortrekker Street & Mike Pienaar,Bellville,,7530,122,13,Private HE,Tim,Private,17906,23,4561,73,,Bachelor of Commerce in Business Marketing,,Bachelor,Commerce,Business Marketing,,4561,13,20,Private HE,Tim
17907,23,,122,1142,Prestige Academy (Pty) Ltd,,P O Box 2220 BELLVILLE 7535,"DJ Wood Avenue, Bellville Business Park, Corner Voortrekker Street & Mike Pienaar, Bellville, 7530",(021) 949-5036,DJ Wood Avenue,Corner Voortrekker Street & Mike Pienaar,Bellville,,7530,122,13,Private HE,Tim,Private,17907,23,3136,39,,Bachelor of Applied Arts in 3D Animation,,Bachelor,Applied Arts,3D Animation,,3136,13,20,Private HE,Tim
17908,23,,122,1142,Prestige Academy (Pty) Ltd,,P O Box 2220 BELLVILLE 7535,"DJ Wood Avenue, Bellville Business Park, Corner Voortrekker Street & Mike Pienaar, Bellville, 7530",(021) 949-5036,DJ Wood Avenue,Corner Voortrekker Street & Mike Pienaar,Bellville,,7530,122,13,Private HE,Tim,Private,17908,23,4550,72,,Bachelor of Commerce in Business Management,,Bachelor,Commerce,Business Management,,4550,13,20,Private HE,Tim
17909,23,,121,1141,Prestige Academy (Pty) Ltd,,P O Box 2220 BELLVILLE 7535,"1023 Bank Avenue, Centurion, 0157",(021) 949-5036,1023,Bank Avenue,Centurion,,157,121,13,Private HE,Tim,Private,17909,23,4550,72,,Bachelor of Commerce in Business Management,,Bachelor,Commerce,Business Management,,4550,13,20,Private HE,Tim
17910,23,,121,1141,Prestige Academy (Pty) Ltd,,P O Box 2220 BELLVILLE 7535,"1023 Bank Avenue, Centurion, 0157",(021) 949-5036,1023,Bank Avenue,Centurion,,157,121,13,Private HE,Tim,Private,17910,23,4561,73,,Bachelor of Commerce in Business Marketing,,Bachelor,Commerce,Business Marketing,,4561,13,20,Private HE,Tim
17911,23,,121,1141,Prestige Academy (Pty) Ltd,,P O Box 2220 BELLVILLE 7535,"1023 Bank Avenue, Centurion, 0157",(021) 949-5036,1023,Bank Avenue,Centurion,,157,121,13,Private HE,Tim,Private,17911,23,201,118,,Diploma in Business Management,,Diploma,Business Management,,,201,13,20,Private HE,Tim
17912,24,,136,1160,Production Management Institute of Southern Africa (Pty) Ltd (PMI),,P O Box 211089 BLUFF 4036,"First Floor, Bellville Mall, Cnr. Bill Bezuidenhout & Voortrekker Road, Bellville, 7530",(031) 465-4133,Cnr,Bill Bezuidenhout & Voortrekker Road,Bellville,,7530,136,13,Private HE,Tim,Private,17912,24,1834,270,,Higher Certificate in Office Administration,,Higher Certificate,Office Administration,,,1834,13,20,Private HE,Tim
17913,24,HEQF??,136,1160,Production Management Institute of Southern Africa (Pty) Ltd (PMI),,P O Box 211089 BLUFF 4036,"First Floor, Bellville Mall, Cnr. Bill Bezuidenhout & Voortrekker Road, Bellville, 7530",(031) 465-4133,Cnr,Bill Bezuidenhout & Voortrekker Road,Bellville,,7530,136,13,Private HE,Tim,Private,17913,24,1426,23,,Advanced Certificate in Operations Management,,Advanced Certificate,Operations Management,,,1426,13,20,Private HE,Tim
17914,24,HEQF??,136,1160,Production Management Institute of Southern Africa (Pty) Ltd (PMI),,P O Box 211089 BLUFF 4036,"First Floor, Bellville Mall, Cnr. Bill Bezuidenhout & Voortrekker Road, Bellville, 7530",(031) 465-4133,Cnr,Bill Bezuidenhout & Voortrekker Road,Bellville,,7530,136,13,Private HE,Tim,Private,17914,24,1318,22,,Advanced Certificate in Logistics Management,,Advanced Certificate,Logistics Management,,,1318,13,20,Private HE,Tim
17915,24,,136,1160,Production Management Institute of Southern Africa (Pty) Ltd (PMI),,P O Box 211089 BLUFF 4036,"First Floor, Bellville Mall, Cnr. Bill Bezuidenhout & Voortrekker Road, Bellville, 7530",(031) 465-4133,Cnr,Bill Bezuidenhout & Voortrekker Road,Bellville,,7530,136,13,Private HE,Tim,Private,17915,24,832,176,,Diploma in Operations Management(HEQSF aligned 360 credits: Distance Mode),,Diploma,Operations Management,,,832,13,20,Private HE,Tim
17916,24,,136,1160,Production Management Institute of Southern Africa (Pty) Ltd (PMI),,P O Box 211089 BLUFF 4036,"First Floor, Bellville Mall, Cnr. Bill Bezuidenhout & Voortrekker Road, Bellville, 7530",(031) 465-4133,Cnr,Bill Bezuidenhout & Voortrekker Road,Bellville,,7530,136,13,Private HE,Tim,Private,17916,24,877,180,,Diploma in Production Management,,Diploma,Production Management,,,877,13,20,Private HE,Tim
17917,24,,136,1160,Production Management Institute of Southern Africa (Pty) Ltd (PMI),,P O Box 211089 BLUFF 4036,"First Floor, Bellville Mall, Cnr. Bill Bezuidenhout & Voortrekker Road, Bellville, 7530",(031) 465-4133,Cnr,Bill Bezuidenhout & Voortrekker Road,Bellville,,7530,136,13,Private HE,Tim,Private,17917,24,4649,81,,Bachelor of Science Honours in Industrial Technology and Management,,Bachelor (Honours),Science,Industrial Technology and Management,,4649,13,20,Private HE,Tim
17918,25,,156,1185,Red and Yellow School of Logic and Magic (Pty) Ltd,,PO Box 12415 CAPE TOWN 8010,"40 Sir Lowry Road, Cape Town, 8000",(021) 462-1946,40,Sir Lowry Road,Cape Town,,8000,156,13,Private HE,Tim,Private,17918,25,349,132,,Diploma in Copywriting,,Diploma,Copywriting,,,349,13,20,Private HE,Tim
17919,25,,156,1185,Red and Yellow School of Logic and Magic (Pty) Ltd,,PO Box 12415 CAPE TOWN 8010,"40 Sir Lowry Road, Cape Town, 8000",(021) 462-1946,40,Sir Lowry Road,Cape Town,,8000,156,13,Private HE,Tim,Private,17919,25,457,142,,Diploma in Graphic Design (HEQSF aligned 360 credits: Contact Mode),,Diploma,Graphic Design,,,457,13,20,Private HE,Tim
17920,25,,156,1185,Red and Yellow School of Logic and Magic (Pty) Ltd,,PO Box 12415 CAPE TOWN 8010,"40 Sir Lowry Road, Cape Town, 8000",(021) 462-1946,40,Sir Lowry Road,Cape Town,,8000,156,13,Private HE,Tim,Private,17920,25,1110,201,,Direction (HEQSF aligned-360 credits: Contact mode),,Direction (HEQSF aligned-360 credits,Contact mode),,,1110,13,20,Private HE,Tim
17921,25,,156,1185,Red and Yellow School of Logic and Magic (Pty) Ltd,,PO Box 12415 CAPE TOWN 8010,"40 Sir Lowry Road, Cape Town, 8000",(021) 462-1946,40,Sir Lowry Road,Cape Town,,8000,156,13,Private HE,Tim,Private,17921,25,721,166,,Diploma in Marketing and Advertising,,Diploma,Marketing and Advertising,,,721,13,20,Private HE,Tim
17922,26,,181,1219,Ruth Prowse School of Art NPC,,P O Box 89 WOODSTOCK 7915,"5 Elson Road, Top of Birkdale Avenue, Woodstock, Cape Town, 7295",(021) 556 5856,5,Elson Road,Top of Birkdale Avenue,,7295,181,13,Private HE,Tim,Private,17922,26,457,142,,Diploma in Graphic Design (HEQSF aligned 360 credits: Contact Mode),,Diploma,Graphic Design,,,457,13,20,Private HE,Tim
17923,26,,181,1219,Ruth Prowse School of Art NPC,,P O Box 89 WOODSTOCK 7915,"5 Elson Road, Top of Birkdale Avenue, Woodstock, Cape Town, 7295",(021) 556 5856,5,Elson Road,Top of Birkdale Avenue,,7295,181,13,Private HE,Tim,Private,17923,26,854,178,,Diploma in Photography (HEQSF Aligned 360 credits: Contact Mode),,Diploma,Photography,,,854,13,20,Private HE,Tim
17924,26,,181,1219,Ruth Prowse School of Art NPC,,P O Box 89 WOODSTOCK 7915,"5 Elson Road, Top of Birkdale Avenue, Woodstock, Cape Town, 7295",(021) 556 5856,5,Elson Road,Top of Birkdale Avenue,,7295,181,13,Private HE,Tim,Private,17924,26,425,139,,Diploma in Fine Art (HEQSF Aligned 360 credits: Contact Mode),,Diploma,Fine Art,,,425,13,20,Private HE,Tim
17925,26,,181,1219,Ruth Prowse School of Art NPC,,P O Box 89 WOODSTOCK 7915,"5 Elson Road, Top of Birkdale Avenue, Woodstock, Cape Town, 7295",(021) 556 5856,5,Elson Road,Top of Birkdale Avenue,,7295,181,13,Private HE,Tim,Private,17925,26,677,162,,Diploma in Jewellery Design (HEQSF Aligned 360 credits: Contact Mode),,Diploma,Jewellery Design,,,677,13,20,Private HE,Tim
17926,27,,250,1305,South African College of Applied Psychology (Pty) Ltd (The),,Box 97 Sunclare Building 21 Dreyer Street CLAREMONT 7708,"1St Floor, Sunclare Building, 21 Dreyer Street, Claremont, 7708",(021) 671 7692,21,Dreyer Street,Claremont,,7708,250,13,Private HE,Tim,Private,17926,27,360,133,,Diploma in Counselling and Communication,,Diploma,Counselling and Communication,,,360,13,20,Private HE,Tim
17927,27,,250,1305,South African College of Applied Psychology (Pty) Ltd (The),,Box 97 Sunclare Building 21 Dreyer Street CLAREMONT 7708,"1St Floor, Sunclare Building, 21 Dreyer Street, Claremont, 7708",(021) 671 7692,21,Dreyer Street,Claremont,,7708,250,13,Private HE,Tim,Private,17927,27,1449,232,,Graduate Diploma in Counselling,,Graduate Diploma,Counselling,,,1449,13,20,Private HE,Tim
17928,27,,250,1305,South African College of Applied Psychology (Pty) Ltd (The),,Box 97 Sunclare Building 21 Dreyer Street CLAREMONT 7708,"1St Floor, Sunclare Building, 21 Dreyer Street, Claremont, 7708",(021) 671 7692,21,Dreyer Street,Claremont,,7708,250,13,Private HE,Tim,Private,17928,27,4638,80,,Bachelor of Psychology,,Bachelor,Psychology,,,4638,13,20,Private HE,Tim
17929,27,,250,1305,South African College of Applied Psychology (Pty) Ltd (The),,Box 97 Sunclare Building 21 Dreyer Street CLAREMONT 7708,"1St Floor, Sunclare Building, 21 Dreyer Street, Claremont, 7708",(021) 671 7692,21,Dreyer Street,Claremont,,7708,250,13,Private HE,Tim,Private,17929,27,1834,270,,Higher Certificate in Office Administration,,Higher Certificate,Office Administration,,,1834,13,20,Private HE,Tim
17930,27,HEQF??,250,1305,South African College of Applied Psychology (Pty) Ltd (The),,Box 97 Sunclare Building 21 Dreyer Street CLAREMONT 7708,"1St Floor, Sunclare Building, 21 Dreyer Street, Claremont, 7708",(021) 671 7692,21,Dreyer Street,Claremont,,7708,250,13,Private HE,Tim,Private,17930,27,985,19,,Advanced Certificate in Counselling and Communication Skills,,Advanced Certificate,Counselling and Communication Skills,,,985,13,20,Private HE,Tim
17931,27,,250,1305,South African College of Applied Psychology (Pty) Ltd (The),,Box 97 Sunclare Building 21 Dreyer Street CLAREMONT 7708,"1St Floor, Sunclare Building, 21 Dreyer Street, Claremont, 7708",(021) 671 7692,21,Dreyer Street,Claremont,,7708,250,13,Private HE,Tim,Private,17931,27,4111,479,,Postgraduate Diploma in Applied Psychology in Counselling or Coaching,,Postgraduate Diploma,Applied Psychology,Counselling or Coaching,,4111,13,20,Private HE,Tim
17932,27,,253,1311,South African School of Motion Picture Medium & Live Performance (Pty) Ltd  t/a AFDA (The),,P O Box 277 MELVILLE 2109,"18 Lower Scott Road, Observatory, Cape Town, 8000",(011) 482-8345,18,Lower Scott Road,Observatory,,8000,253,13,Private HE,Tim,Private,17932,27,1834,270,,Higher Certificate in Office Administration,,Higher Certificate,Office Administration,,,1834,13,20,Private HE,Tim
17933,27,,253,1311,South African School of Motion Picture Medium & Live Performance (Pty) Ltd  t/a AFDA (The),,P O Box 277 MELVILLE 2109,"18 Lower Scott Road, Observatory, Cape Town, 8000",(011) 482-8345,18,Lower Scott Road,Observatory,,8000,253,13,Private HE,Tim,Private,17933,27,4435,59,,Bachelor of Arts in Live Performance,,Bachelor,Arts,Live Performance,,4435,13,20,Private HE,Tim
17934,27,,253,1311,South African School of Motion Picture Medium & Live Performance (Pty) Ltd  t/a AFDA (The),,P O Box 277 MELVILLE 2109,"18 Lower Scott Road, Observatory, Cape Town, 8000",(011) 482-8345,18,Lower Scott Road,Observatory,,8000,253,13,Private HE,Tim,Private,17934,27,4013,47,,Bachelor of Arts (Honours) in Live Performance,,Bachelor (Honours),Arts,Live Performance,,4013,13,20,Private HE,Tim
17935,27,,253,1311,South African School of Motion Picture Medium & Live Performance (Pty) Ltd  t/a AFDA (The),,P O Box 277 MELVILLE 2109,"18 Lower Scott Road, Observatory, Cape Town, 8000",(011) 482-8345,18,Lower Scott Road,Observatory,,8000,253,13,Private HE,Tim,Private,17935,27,4439,60,,Bachelor of Arts in Motion Picture Medium,,Bachelor,Arts,Motion Picture Medium,,4439,13,20,Private HE,Tim
17936,27,,253,1311,South African School of Motion Picture Medium & Live Performance (Pty) Ltd  t/a AFDA (The),,P O Box 277 MELVILLE 2109,"18 Lower Scott Road, Observatory, Cape Town, 8000",(011) 482-8345,18,Lower Scott Road,Observatory,,8000,253,13,Private HE,Tim,Private,17936,27,4122,48,,Bachelor of Arts (Honours) in Motion Picture Medium,,Bachelor (Honours),Arts,Motion Picture Medium,,4122,13,20,Private HE,Tim
17937,27,,253,1311,South African School of Motion Picture Medium & Live Performance (Pty) Ltd  t/a AFDA (The),,P O Box 277 MELVILLE 2109,"18 Lower Scott Road, Observatory, Cape Town, 8000",(011) 482-8345,18,Lower Scott Road,Observatory,,8000,253,13,Private HE,Tim,Private,17937,27,2037,289,,Master of Arts (Fine Arts),,Master,Arts,Fine Arts,,2037,13,20,Private HE,Tim
17938,28,,277,1343,Stellenbosch Academy of Design and Photography (Pty) Ltd,,P O Box 762 STELLENBOSCH 7600,"41 Techno Road, Techno Park, Stellenbosch, 7600",(021) 887-9899,41,Techno Road,Techno Park,Stellenbosch,7600,277,13,Private HE,Tim,Private,17938,28,1834,270,,Higher Certificate in Office Administration,,Higher Certificate,Office Administration,,,1834,13,20,Private HE,Tim
17939,28,,277,1343,Stellenbosch Academy of Design and Photography (Pty) Ltd,,P O Box 762 STELLENBOSCH 7600,"41 Techno Road, Techno Park, Stellenbosch, 7600",(021) 887-9899,41,Techno Road,Techno Park,Stellenbosch,7600,277,13,Private HE,Tim,Private,17939,28,1834,270,,Higher Certificate in Office Administration,,Higher Certificate,Office Administration,,,1834,13,20,Private HE,Tim
17940,28,,277,1343,Stellenbosch Academy of Design and Photography (Pty) Ltd,,P O Box 762 STELLENBOSCH 7600,"41 Techno Road, Techno Park, Stellenbosch, 7600",(021) 887-9899,41,Techno Road,Techno Park,Stellenbosch,7600,277,13,Private HE,Tim,Private,17940,28,4418,55,,Bachelor of Arts in Applied Design (HEQSF aligned-360 credits: Contact Mode),,Bachelor,Arts,Applied Design,,4418,13,20,Private HE,Tim
17941,29,,910,80,,,,,,,,,,,910,1,,,Private,17941,29,2478,33,,Advanced Diploma in Organizational Leadership,,Advanced Diploma,Organizational Leadership,,,2478,13,20,Private HE,Tim
17942,30,,328,1411,TSIBA Education NPC,TSIBA Education NPC,PO Box 13071 Mowbray CAPE TOWN 7705,"Mupine: 307 Forest Drive Extension, Pinelands, 7504",(021) 532 2750,307,Forest Drive Extension,Pinelands,,7504,328,13,Private HE,Tim,Private,17942,30,4483,66,,Bachelor of Business Administration (BBA)(HEQSF Aligned 360 credits: Contact Mode),,Bachelor,Business Administration,BBA,,4483,13,20,Private HE,Tim
17943,30,,328,1411,TSIBA Education NPC,TSIBA Education NPC,PO Box 13071 Mowbray CAPE TOWN 7705,"Mupine: 307 Forest Drive Extension, Pinelands, 7504",(021) 532 2750,307,Forest Drive Extension,Pinelands,,7504,328,13,Private HE,Tim,Private,17943,30,1834,270,,Higher Certificate in Office Administration,,Higher Certificate,Office Administration,,,1834,13,20,Private HE,Tim
17944,30,,328,1411,TSIBA Education NPC,TSIBA Education NPC,PO Box 13071 Mowbray CAPE TOWN 7705,"Mupine: 307 Forest Drive Extension, Pinelands, 7504",(021) 532 2750,307,Forest Drive Extension,Pinelands,,7504,328,13,Private HE,Tim,Private,17944,30,4156,483,,Postgraduate Diploma in Small Enterprise Consulting,,Postgraduate Diploma,Small Enterprise Consulting,,,4156,13,20,Private HE,Tim
17945,1,,460,227,ADT SECURITY SERVICES PTY LTD CAPE TOWN ,,"Private Bag X104, N1 City, 7463","ADT House, 5 Louwtjie Rothman Avenue, N1 City, Goodwood 7463",086 12 12 300,5,Louwtjie Rothman Street,N1 City,Cape Town,7463,460,18,SASSETA,Jenny,Private,17945,1,2554,3371,57713 ,Further Education and Training Certificate: Specialist Security Practices ,NQF Level 4 ,Further Education and Training Certificate,Specialist Security Practices ,,,2554,18,25,SASSETA,Jenny
17946,1,,460,227,ADT SECURITY SERVICES PTY LTD CAPE TOWN ,,"Private Bag X104, N1 City, 7463","ADT House, 5 Louwtjie Rothman Avenue, N1 City, Goodwood 7463",086 12 12 300,5,Louwtjie Rothman Street,N1 City,Cape Town,7463,460,18,SASSETA,Jenny,Private,17946,1,2575,3390,58577 ,National Certificate: General Security Practices ,NQF Level 3 ,National Certificate,General Security Practices ,,,2575,18,25,SASSETA,Jenny
17947,2,,474,245,ALEXA SECURITY SOLUTIONS (PTY) LTD ,,"4 Queens Park Avenue, Salt River, Cape Town 7925","4 Queens Park Avenue, Salt River, Cape Town 7925",(021) 448 – 4991,4,Queens Park Avenue,Salt River,,7925,474,18,SASSETA,Jenny,Private,17947,2,2554,3371,57713 ,Further Education and Training Certificate: Specialist Security Practices ,NQF Level 4 ,Further Education and Training Certificate,Specialist Security Practices ,,,2554,18,25,SASSETA,Jenny
17948,2,,474,245,ALEXA SECURITY SOLUTIONS (PTY) LTD ,,"4 Queens Park Avenue, Salt River, Cape Town 7925","4 Queens Park Avenue, Salt River, Cape Town 7925",(021) 448 – 4991,4,Queens Park Avenue,Salt River,,7925,474,18,SASSETA,Jenny,Private,17948,2,2575,3390,58577 ,National Certificate: General Security Practices ,NQF Level 3 ,National Certificate,General Security Practices ,,,2575,18,25,SASSETA,Jenny
17949,3,,483,254,Amlec Training Centre ,,"13 Prema Business Park, Engine Road, Montague Gardens, Cape Town, 7442","13 Prema Business Park, Engine Road, Montague Gardens, Cape Town, 7442",: 021-5525463,13,Engine Road,Montague Gardens,Cape Town,7441,483,18,SASSETA,Jenny,Private,17949,3,2554,3371,57713 ,Further Education and Training Certificate: Specialist Security Practices ,NQF Level 4 ,Further Education and Training Certificate,Specialist Security Practices ,,,2554,18,25,SASSETA,Jenny
17950,3,,483,254,Amlec Training Centre ,,"13 Prema Business Park, Engine Road, Montague Gardens, Cape Town, 7442","13 Prema Business Park, Engine Road, Montague Gardens, Cape Town, 7442",: 021-5525463,13,Engine Road,Montague Gardens,Cape Town,7441,483,18,SASSETA,Jenny,Private,17950,3,2575,3390,58577 ,National Certificate: General Security Practices ,NQF Level 3 ,National Certificate,General Security Practices ,,,2575,18,25,SASSETA,Jenny
17951,4,,910,80,,,,,,,,,,,910,1,,,Private,17951,4,2575,3390,58577 ,National Certificate: General Security Practices ,NQF Level 3 ,National Certificate,General Security Practices ,,,2575,18,25,SASSETA,Jenny
17952,5,,910,80,,,,,,,,,,,910,1,,,Private,17952,5,2487,3308,49597 ,National Certificate: Paralegal Practice ,Level TBA: Pre-2009 was L5 ,National Certificate,Paralegal Practice ,,,2487,18,25,SASSETA,Jenny
17953,6,,910,80,,,,,,,,,,,910,1,,,Private,17953,6,2554,3371,57713 ,Further Education and Training Certificate: Specialist Security Practices ,NQF Level 4 ,Further Education and Training Certificate,Specialist Security Practices ,,,2554,18,25,SASSETA,Jenny
17954,6,,910,80,,,,,,,,,,,910,1,,,Private,17954,6,2575,3390,58577 ,National Certificate: General Security Practices ,NQF Level 3 ,National Certificate,General Security Practices ,,,2575,18,25,SASSETA,Jenny
17955,7,,563,355,BUCCANEER GUNS CC CAPE TOWN ,,"65 Waterkant Street Cape Town City Centre, Cape Town, 8001‎","65 Waterkant Street Cape Town City Centre, Cape Town, 8001‎",,65,Waterkant Street,Cape Town City Centre,Cape Town,,563,18,SASSETA,Jenny,Private,17955,7,2554,3371,57713 ,Further Education and Training Certificate: Specialist Security Practices ,NQF Level 4 ,Further Education and Training Certificate,Specialist Security Practices ,,,2554,18,25,SASSETA,Jenny
17956,7,,563,355,BUCCANEER GUNS CC CAPE TOWN ,,"65 Waterkant Street Cape Town City Centre, Cape Town, 8001‎","65 Waterkant Street Cape Town City Centre, Cape Town, 8001‎",,65,Waterkant Street,Cape Town City Centre,Cape Town,,563,18,SASSETA,Jenny,Private,17956,7,2575,3390,58577 ,National Certificate: General Security Practices ,NQF Level 3 ,National Certificate,General Security Practices ,,,2575,18,25,SASSETA,Jenny
17957,7,,910,80,,,,,,,,,,,910,1,,,Private,17957,7,2575,3390,58577 ,National Certificate: General Security Practices ,NQF Level 3 ,National Certificate,General Security Practices ,,,2575,18,25,SASSETA,Jenny
17958,8,,598,401,CHIPPA INVESTMENT HOLDINGS CC ,Chippa Investment Holdings ,"2 KINDROGGAN FL, Cape Town, Western Cape 7405","2 KINDROGGAN FL, Cape Town, Western Cape 7405",021-3870904,2,KINDROGGAN FL,Cape Town,,7405,598,18,SASSETA,Jenny,Private,17958,8,2554,3371,57713 ,Further Education and Training Certificate: Specialist Security Practices ,NQF Level 4 ,Further Education and Training Certificate,Specialist Security Practices ,,,2554,18,25,SASSETA,Jenny
17959,8,,598,401,CHIPPA INVESTMENT HOLDINGS CC ,Chippa Investment Holdings ,"2 KINDROGGAN FL, Cape Town, Western Cape 7405","2 KINDROGGAN FL, Cape Town, Western Cape 7405",021-3870904,2,KINDROGGAN FL,Cape Town,,7405,598,18,SASSETA,Jenny,Private,17959,8,2575,3390,58577 ,National Certificate: General Security Practices ,NQF Level 3 ,National Certificate,General Security Practices ,,,2575,18,25,SASSETA,Jenny
17960,8,,599,402,Chippa Investment Holdings ,Chippa Investment Holdings ,"2 KINDROGGAN FL, Cape Town, Western Cape 7405","2 KINDROGGAN FL, Cape Town, Western Cape 7405",021-3870904,2,KINDROGGAN FL,Cape Town,,7405,599,18,SASSETA,Jenny,Private,17960,8,2554,3371,57713 ,Further Education and Training Certificate: Specialist Security Practices ,NQF Level 4 ,Further Education and Training Certificate,Specialist Security Practices ,,,2554,18,25,SASSETA,Jenny
17961,8,,599,402,Chippa Investment Holdings ,Chippa Investment Holdings ,"2 KINDROGGAN FL, Cape Town, Western Cape 7405","2 KINDROGGAN FL, Cape Town, Western Cape 7405",021-3870904,2,KINDROGGAN FL,Cape Town,,7405,599,18,SASSETA,Jenny,Private,17961,8,2575,3390,58577 ,National Certificate: General Security Practices ,NQF Level 3 ,National Certificate,General Security Practices ,,,2575,18,25,SASSETA,Jenny
17962,9,,910,80,,,,,,,,,,,910,1,,,Private,17962,9,2625,3435,62289 ,Further Education and Training Certificate: Road Traffic Law Enforcement ,NQF Level 4 ,Further Education and Training Certificate,Road Traffic Law Enforcement ,,,2625,18,25,SASSETA,Jenny
17963,10,,604,408,CITY VIEW BUSINESS COLLEGE AND COMPUTER STUDIES ,,,112 Long street 3rd floor Twinell House,071-9031098,112,Long street,Cape Town,,,604,18,SASSETA,Jenny,Private,17963,10,2575,3390,58577 ,National Certificate: General Security Practices ,NQF Level 3 ,National Certificate,General Security Practices ,,,2575,18,25,SASSETA,Jenny
