Qualifications_ID,QualCode,QualName,Credits,NQF level,Qualification Type,Descriptor,Specialisation,Sub_Specialisation,Field,ID,ETQAs_ID
4134,8027,Bachelor of Arts Honours: Human Ecology,120,NQF Level 08,Bachelor (Honours),Arts,Human Ecology,,,3398,15
4135,8035,Master of Science: Nutrition Management,180,NQF Level 09,Master,Science,Nutrition Management,,,3399,15
4136,8037,Bachelor of Science: Physiotherapy,480,NQF Level 08,Bachelor,Science,Physiotherapy,,,3400,15
4137,8038,U/S: Operating lift trucks,,,Unit standard,,,,,3401,3
4138,8038,U/S: Operating lift trucks,6,NQF 3,Unit standard,,,,,3402,20
4139,8039,U/S:  Operating cranes,,,Unit standard,,,,,3403,3
414,,National Diploma:Financial Management (N4 - N6),,N4-N6,Nated,Financial Management,,,Business,3404,16
4140,8043,Bachelor of Science Honours: Physiotherapy,120,NQF Level 08,Bachelor (Honours),Science,Physiotherapy,,,3405,15
4141,80506,Master of Science: Baromedical Sciences,180,NQF Level 09,Master,Science,Baromedical Sciences,,,3406,15
4142,8055,Master of Science: Physiotherapy,120,NQF Level 09,Master,Science,Physiotherapy,,,3407,15
4143,8067,Master of Arts: Social Work,120,NQF Level 09,Master,Arts,Social Work,,,3408,15
4144,80727,Postgraduate Diploma: Public Mental Health,120,NQF Level 08,Postgraduate Diploma,Public Mental Health,,,,3409,15
4145,80729,Master of Philosophy: Public Mental Health,180,NQF Level 09,Master,Philosophy,Public Mental Health,,,3410,15
4146,8079,Bachelor of Nursing Science: General: Psychiatric:,480,NQF Level 08,Bachelor,Nursing Science,General,Psychiatric,,3411,15
4147,80926,Doctor of Philosophy: Emergency Medicine,360,NQF Level 10,Doctor,Philosophy,Emergency Medicine,,,3412,15
4148,80927,Doctor of Philosophy: Health Sciences Education,360,NQF Level 10,Doctor,Philosophy,Health Sciences Education,,,3413,15
4149,80946,National Certificate: Community Development,,NQF 5,National Certificate,Community Development,,,,3414,25
415,,National Diploma:Hospitality and Catering Services N4 - N6,,N4-N6,Nated,Hospitality and Catering Services,,,Tourism & Hospitality,3415,16
4150,80946,National Certificate: Community Development,147,5,National Certificate,Community Development,,,,3416,7
4151,8097,Doctor of Nursing Science,240,NQF Level 10,Doctor,Nursing Science,,,,3417,15
4152,8109,Master of Arts: Psychology,120,NQF Level 09,Master,Arts,Psychology,,,3418,15
4153,8115,Master of Psychology,240,NQF Level 09,Master,Psychology,,,,3419,15
4154,8119,Doctor of Philosophy: Anatomy,240,NQF Level 10,Doctor,Philosophy,Anatomy,,,3420,15
4155,8129,Bachelor of Arts Honours: Human Movement Studies,120,NQF Level 08,Bachelor (Honours),Arts,Human Movement Studies,,,3421,15
4156,8133,Master of Arts: Human Movement Studies,120,NQF Level 09,Master,Arts,Human Movement Studies,,,3422,15
4157,8137,U/S: Receive Merchandise,4,NQF 2,Unit standard,,,,,3423,20
4158,8138,U/S: Pricing of Merchandise,3,NQF 2,Unit standard,,,,,3424,20
4159,8140,U/S: Determine stock levels,5,NQF 2,Unit standard,,,,,3425,20
416,,National Diploma:Hospitality AND City & Guilds Diploma in Food & Beverage/Reception/Accommodation Services,,,Clarify,Hospitality AND City & Guilds Diploma,,,Tourism & Hospitality,3426,16
4160,8141,U/S: Control of stock,8,NQF 4,Unit standard,,,,,3427,20
4161,8143,U/S: Implement and run promotions,7,NQF 4,Unit standard,,,,,3428,20
4162,8144,U/S: Complete sales transactions,6,NQF 2,Unit standard,,,,,3429,20
4163,8145,Master of Public Health,240,NQF Level 09,Master,Public Health,,,,3430,15
4164,8145,U/S: Marketing of Merchandise,10,NQF 4,Unit standard,,,,,3431,20
4165,8145,U/S: Marketing of Merchandise,10,NQF 5,Unit standard,,,,,3432,20
4166,8146,U/S: Purchase merchandise,12,NQF 4,Unit standard,,,,,3433,20
4167,8151,Diploma: Social Work,480,Level TBA: Pre-2009 was L7,Diploma,Social Work,,,,3434,15
4168,8169,Bachelor of Arts Honours: Sport and Recreation Man,120,NQF Level 08,Bachelor (Honours),Arts,Sport and Recreation Man,,,3435,15
4169,8182,"U/S: Care for handtools, untensils and protective equipment",2,NQF 1,Unit standard,,,,,3436,20
417,,National Diploma:Hospitality AND City & Guilds Diploma in Patisserie and Culinary Arts,,,Clarify,Hospitality AND City & Guilds Diploma,,,Tourism & Hospitality,3437,16
4170,81966,Bachelor of Commerce Honours: Quantitative Managem,120,NQF Level 08,Bachelor (Honours),Commerce,Quantitative Managem,,,3438,15
4171,8205,Bachelor of Science: Medical Bio-Science,360,NQF Level 07,Bachelor,Science,Medical Bio-Science,,,3439,15
4172,8215,U/S: Use and care for lifting equipment,5,NQF 1,Unit standard,,,,,3440,20
4173,8235,Bachelor of Science: Chemical Sciences,360,NQF Level 07,Bachelor,Science,Chemical Sciences,,,3441,15
4174,8245,Bachelor of Science: Biotechnology,360,NQF Level 07,Bachelor,Science,Biotechnology,,,3442,15
4175,8252,U/S Writing business reports in Retail/Wholesale practices,6,NQF 5,Unit Standard,Retail/Wholesale practices,Retail/Wholesale practices:,,,3443,9
4176,8252,U/S: Writing business reports in Retail/Wholesale practices,6,NQF 5,Unit standard,,,,,3444,9
4177,8253,Bachelor of Science: Biodiversity and Conservation,360,NQF Level 07,Bachelor,Science,Biodiversity and Conservation,,,3445,15
4178,8254,U/S: Providing customer service,16,NQF 4,Unit standard,,,,,3446,20
4179,8284,U/S: Selling goods and services,16,NQF 4,Unit standard,,,,,3447,20
418,,National Diploma:Human Resource Management N4 - N6,,N4-N6,Nated,Human Resource Management,,,Business,3448,16
4180,8286,U/S: Co-ordinating promotional activities,16,NQF 4,Unit standard,,,,,3449,20
4181,83306,Postgraduate Diploma: Pharmaceutical Medicine,120,NQF Level 08,Postgraduate Diploma,Pharmaceutical Medicine,,,,3450,15
4182,83388,National Certificate: Community Development: Early Childhood Development,,NQF 5,National Certificate,Community Development,Early Childhood Development,,,3451,25
4183,8347,U/S: Control problem Animals,4,NQF 2,Unit standard,,,,,3452,20
4184,83486,Master of Philosophy: Emergency Medicine,180,NQF Level 09,Master,Philosophy,Emergency Medicine,,,3453,15
4185,83487,Master of Philosophy: Allergology,180,NQF Level 09,Master,Philosophy,Allergology,,,3454,15
4186,83586,Bachelor of Commerce Honours: Maritime Studies,120,NQF Level 08,Bachelor (Honours),Commerce,Maritime Studies,,,3455,15
4187,83606,Postgraduate Diploma: Addictions Care,120,NQF Level 08,Postgraduate Diploma,Addictions Care,,,,3456,15
4188,83666,Postgraduate Diploma: Health Professional Educatio,120,NQF Level 08,Postgraduate Diploma,Health Professional Educatio,,,,3457,15
4189,83686,Master of Philosophy: Child and Adolescent Psychia,180,NQF Level 09,Master,Philosophy,Child and Adolescent Psychia,,,3458,15
419,,National Diploma:Legal Secretary N4 - N6,,N4-N6,Nated,Legal Secretary,,,Business,3459,16
4190,84008,Higher Certificate: Community Development,120,NQF Level 05,Higher Certificate,Community Development,,,,3460,15
4191,8420,U/S: Operate in a team,,NQF 2,Unit standard,,,,,3461,25
4192,8420,U/S: Operate in a team,4,NQF 2,Unit standard,,,,,3462,20
4193,84246,Postgraduate Diploma: Dermatology Nursing,120,NQF Level 08,Postgraduate Diploma,Dermatology Nursing,,,,3463,15
4194,84826,Postgraduate Diploma: Management Practice,120,NQF Level 08,Postgraduate Diploma,Management Practice,,,,3464,15
4195,8493,U/S: Maintain occupational health and safety,2,NQF 2,Unit standard,,,,,3465,20
4196,8494,U/S: Demonstrate an understanding of HIV/AIDS and its implications,,NQF 2,Unit standard,,,,,3466,25
4197,8494,U/S: Demonstrate an understanding of HIV/AIDS and its implications,4,NQF 2,Unit standard,,,,,3467,20
4198,85006,Bachelor of Health Sciences: Medical Laboratory Sc,502,NQF Level 08,Bachelor,Health Sciences,Medical Laboratory Sc,,,3468,15
4199,85066,Master of Technology: Retail Business Management,120,NQF Level 09,Master,Technology,Retail Business Management,,,3469,15
42,,Bachelor of Arts (Communication),,,Bachelor,Arts,Communication,,,3470,13
420,,National Diploma:Management Assistant N4 - N6,,N4-N6,Nated,Management Assistant,,,Business,3471,16
4200,85086,Doctor of Education,360,NQF Level 10,Doctor,Education,,,,3472,15
4201,85106,Postgraduate Diploma: Dispute Settlement,120,NQF Level 08,Postgraduate Diploma,Dispute Settlement,,,,3473,15
4202,85166,Postgraduate Diploma: Document Analysis and Design,120,NQF Level 08,Postgraduate Diploma,Document Analysis and Design,,,,3474,15
4203,85227,Postgraduate Diploma: Intercultural Communication,120,NQF Level 08,Postgraduate Diploma,Intercultural Communication,,,,3475,15
4204,8555,U/S: Contribute to information distribution regarding HIV/AIDS in the workplace,,,Unit standard,,,,,3476,19
4205,86007,"National Diploma: Real Estate: Property Marketing,",360,NQF Level 06,National Diploma,Real Estate,"Property Marketing,",,,3477,15
4206,86008,National Diploma: Environmental Management,360,NQF Level 06,National Diploma,Environmental Management,,,,3478,15
4207,86009,Bachelor of Technology: Education,480,Level TBA: Pre-2009 was L7,Bachelor,Technology,Education,,,3479,15
4208,86026,Postgraduate Diploma: Second Language Studies,120,NQF Level 08,Postgraduate Diploma,Second Language Studies,,,,3480,15
4209,86027,Postgraduate Diploma: Applied Ethics,120,NQF Level 08,Postgraduate Diploma,Applied Ethics,,,,3481,15
421,,National Diploma:Marketing Management N4 - N6,,N4-N6,Nated,Marketing Management,,,Business,3482,16
4210,86028,Bachelor of Education: GET: Intermediate / Senior,360,NQF Level 07,Bachelor,Education,GET,Intermediate / Senior,,3483,15
4211,86029,Bachelor of Education: GET: Foundation Phase,360,NQF Level 07,Bachelor,Education,GET,Foundation Phase,,3484,15
4212,86030,Bachelor of Education: FET,360,NQF Level 07,Bachelor,Education,FET,,,3485,15
4213,86031,Bachelor of Education Honours: FET,120,NQF Level 08,Bachelor (Honours),Education,FET,,,3486,15
4214,86032,Bachelor of Education Honours: Educational Managem,120,NQF Level 08,Bachelor (Honours),Education,Educational Managem,,,3487,15
4215,86066,Postgraduate Diploma: Project Management,120,NQF Level 08,Postgraduate Diploma,Project Management,,,,3488,15
4216,86067,Bachelor of Arts Honours: General Linguistics,120,NQF Level 08,Bachelor (Honours),Arts,General Linguistics,,,3489,15
4217,86106,Bachelor of Arts Honours: Translation Studies,120,NQF Level 08,Bachelor (Honours),Arts,Translation Studies,,,3490,15
4218,86146,Bachelor of Arts Honours: Ancient Cultures,120,NQF Level 08,Bachelor (Honours),Arts,Ancient Cultures,,,3491,15
4219,86147,Master of Philosophy: Monitoring and Evaluation,180,NQF Level 09,Master,Philosophy,Monitoring and Evaluation,,,3492,15
422,,National Diploma:Professional Cookery:NQF Level 5,,NQF Level 5,Clarify,Professional Cookery,,,Tourism & Hospitality,3493,16
4220,86148,Postgraduate Diploma: Leadership Development,120,NQF Level 08,Postgraduate Diploma,Leadership Development,,,,3494,15
4221,86166,Postgraduate Diploma: Higher Education: Teaching a,120,NQF Level 08,Postgraduate Diploma,Higher Education,Teaching a,,,3495,15
4222,86168,Bachelor of Complementary Medicine: Unani Tibb Med,280,Level N/A: Pre-2009 was L7,Bachelor,Complementary Medicine,Unani Tibb Med,,,3496,15
4223,86169,Master of Science: Environment and Water Science,120,NQF Level 09,Master,Science,Environment and Water Science,,,3497,15
4224,86171,Bachelor of Science Honours: Environment and Water,120,NQF Level 08,Bachelor (Honours),Science,Environment and Water,,,3498,15
4225,86172,Bachelor of Commerce: Law,375,NQF Level 07,Bachelor,Commerce,Law,,,3499,15
4226,86173,Postgraduate Diploma: Community and General Paedia,130,NQF Level 08,Postgraduate Diploma,Community and General Paedia,,,,3500,15
4227,86174,Doctor of Philosophy: Physiotherapy,360,NQF Level 10,Doctor,Philosophy,Physiotherapy,,,3501,15
4228,86175,Master of Philosophy: Integrated Water Resource Ma,120,NQF Level 09,Master,Philosophy,Integrated Water Resource Ma,,,3502,15
4229,86176,Bachelor of Science Honours: Structural Biology,120,NQF Level 08,Bachelor (Honours),Science,Structural Biology,,,3503,15
423,,National Diploma:Public Management N4 - N6,,N4-N6,Nated,Public Management,,,Business,3504,16
4230,86177,Master of Arts: Medical Anthropology,180,NQF Level 09,Master,Arts,Medical Anthropology,,,3505,15
4231,86178,Master of Arts: Child and Family Studies,120,NQF Level 09,Master,Arts,Child and Family Studies,,,3506,15
4232,86179,Master of Education: Adult Learning and Global Cha,180,NQF Level 09,Master,Education,Adult Learning and Global Cha,,,3507,15
4233,86180,Master of Philosophy: Adult Learning and Global Ch,180,NQF Level 09,Master,Philosophy,Adult Learning and Global Ch,,,3508,15
4234,86181,Bachelor of Science Honours: Biokinetics,120,NQF Level 08,Bachelor (Honours),Science,Biokinetics,,,3509,15
4235,86182,Bachelor of Arts Honours: Biokinetics,120,NQF Level 08,Bachelor (Honours),Arts,Biokinetics,,,3510,15
4236,86183,Master of Philosophy: Land and Agrarian Studies,180,NQF Level 09,Master,Philosophy,Land and Agrarian Studies,,,3511,15
4237,86185,Postgraduate Diploma: Child and Family Studies,120,NQF Level 08,Postgraduate Diploma,Child and Family Studies,,,,3512,15
4238,86186,Postgraduate Diploma: Land and Agrarian Studies,120,NQF Level 08,Postgraduate Diploma,Land and Agrarian Studies,,,,3513,15
4239,86187,Postgraduate Diploma: Integrated Water Resource Ma,120,NQF Level 08,Postgraduate Diploma,Integrated Water Resource Ma,,,,3514,15
424,,National Diploma:Sport Fitness (Exercise Specialist),,,Clarify,Sport Fitness (Exercise Specialist),,,Services,3515,16
4240,86189,Postgraduate Diploma: Mathematical Sciences,120,NQF Level 08,Postgraduate Diploma,Mathematical Sciences,,,,3516,15
4241,86190,Certificate: Economic Development,120,NQF Level 05,Certificate,Economic Development,,,,3517,15
4242,86191,Certificate: Forensic Examinations,120,NQF Level 05,Certificate,Forensic Examinations,,,,3518,15
4243,86192,Diploma: Criminal Law and Justice,240,Level N/A: Pre-2009 was L6,Diploma,Criminal Law and Justice,,,,3519,15
4244,86193,Diploma: Labour Law,240,Level N/A: Pre-2009 was L6,Diploma,Labour Law,,,,3520,15
4245,86206,Master of Nursing: Nursing Education,240,NQF Level 09,Master,Nursing,Nursing Education,,,3521,15
4246,86207,Doctor of Philosophy: Bio-informatics,240,NQF Level 10,Doctor,Philosophy,Bio-informatics,,,3522,15
4247,86208,Advanced Certificate: Education: Education Managem,120,NQF Level 06,Advanced Certificate,Education,Education Managem,,,3523,15
4248,86209,"Master of Education: Educational Management, Admin",240,NQF Level 09,Master,Education,"Educational Management, Admin",,,3524,15
4249,86210,Master of Education: Educational Support,240,NQF Level 09,Master,Education,Educational Support,,,3525,15
425,,National Diploma:Technical Financial Accounting Level 5,,NQF Level 5,Clarify,Technical Financial Accounting,,,Business,3526,16
4250,86211,Master of Philosophy: Population Studies,120,NQF Level 09,Master,Philosophy,Population Studies,,,3527,15
4251,86212,Bachelor of Science Honours: Population Studies,120,NQF Level 08,Bachelor (Honours),Science,Population Studies,,,3528,15
4252,86213,Bachelor of Economics: Development Economics,480,NQF Level 08,Bachelor,Economics,Development Economics,,,3529,15
4253,86326,Postgraduate Diploma: Engineering Management,122,NQF Level 08,Postgraduate Diploma,Engineering Management,,,,3530,15
4254,86327,Postgraduate Diploma: Social Science Methods,120,NQF Level 08,Postgraduate Diploma,Social Science Methods,,,,3531,15
4255,86386,Doctor of Philosophy: Public Health,240,NQF Level 10,Doctor,Philosophy,Public Health,,,3532,15
4256,86387,Master of Commerce: Information Management and Pol,180,NQF Level 09,Master,Commerce,Information Management and Pol,,,3533,15
4257,86388,Doctor of Philosophy: Sport and Exercise Science,240,NQF Level 10,Doctor,Philosophy,Sport and Exercise Science,,,3534,15
4258,86427,Master of Science: Nanoscience,180,NQF Level 09,Master,Science,Nanoscience,,,3535,15
4259,86848,National Higher Certificate: Emergency Care,240,NQF Level 05,National Higher Certificate,Emergency Care,,,,3536,15
426,,National Diploma:Tourism and City & Guilds Diploma in International Tourism,,,Clarify,Tourism and City & Guilds Diploma,,,Tourism & Hospitality,3537,16
4260,86849,National Diploma: Event Management,360,NQF Level 06,National Diploma,Event Management,,,,3538,15
4261,86906,Postgraduate Diploma: Public Mental Health,120,NQF Level 08,Postgraduate Diploma,Public Mental Health,,,,3539,15
4262,86967,Master of Philosophy: Urban and Regional Science,180,NQF Level 09,Master,Philosophy,Urban and Regional Science,,,3540,15
4263,87347,Postgraduate Diploma: Psychotherapy,120,NQF Level 08,Postgraduate Diploma,Psychotherapy,,,,3541,15
4264,87407,Bachelor of Theology,360,NQF Level 07,Bachelor,Theology,,,,3542,15
4265,8762,"U/S: Demonstrate an understanding of occupational health, safety and environmental legislation relevant to thed or beverage environment",,,Unit standard,,,,,3543,3
4268,8765,U/S: Pre-batch food raw materials.,,,Unit standard,,,,,3544,3
4269,8766,U/S: Mix or blend food raw materials for processing using automated equipment,,,Unit standard,,,,,3545,3
427,,National Diploma:Tourism N4 - N6,,N4-N6,Nated,Tourism,,,Tourism & Hospitality,3546,16
4270,8782,U/S: Grade and sort food raw materials.,,,Unit standard,,,,,3547,3
4271,8803,U/S: Demonstrate an understanding of heating and cooling procedures,,,Unit standard,,,,,3548,3
4272,8804,U/S: Store and route food materials and products,,,Unit standard,,,,,3549,3
4273,8805,U/S: Sterilise a food or beverage product using retorting equipment,,,Unit standard,,,,,3550,3
4274,8806,U/S: Fry food products using vacuum or atmospheric frying equipment,,,Unit standard,,,,,3551,3
4275,8807,U/S: Freeze or chill a food product,,,Unit standard,,,,,3552,3
4276,8808,U/S: Extrude food products using a continuous extruder,,,Unit standard,,,,,3553,3
4277,88102,Master of Arts: Neuropsychology,192,NQF Level 09,Master,Arts,Neuropsychology,,,3554,15
4278,88103,Master of Commerce: Development Finance,180,NQF Level 09,Master,Commerce,Development Finance,,,3555,15
4279,8822,U/S: Clean and sanitise a FMCG processing system using an automated cleaning-in-place system,,,Unit standard,,,,,3556,3
428,,National Introductory Certificate:Business Studies N4 (Introductory),,N4,Nated,Business Studies,,,Business,3557,16
4280,88222,Bachelor of Arts Honours: African Languages for Pr,120,NQF Level 08,Bachelor (Honours),Arts,African Languages for Pr,,,3558,15
4281,88223,Postgraduate Diploma: Actuarial Science,120,NQF Level 08,Postgraduate Diploma,Actuarial Science,,,,3559,15
4282,88323,Master of Emergency Medical Care,180,NQF Level 09,Master,Emergency Medical Care,,,,3560,15
4283,88342,Doctor of Philosophy: Occupational Therapy,360,NQF Level 10,Doctor,Philosophy,Occupational Therapy,,,3561,15
4284,88362,Postgraduate Diploma: Technology for Language Lear,120,NQF Level 08,Postgraduate Diploma,Technology for Language Lear,,,,3562,15
4285,88363,Bachelor of Arts Honours: International Studies,120,NQF Level 08,Bachelor (Honours),Arts,International Studies,,,3563,15
4286,88423,Postgraduate Diploma: Knowledge and Information Sy,120,NQF Level 08,Postgraduate Diploma,Knowledge and Information Sy,,,,3564,15
4287,88463,Master of Medicine: Clinical Pharmacology,480,NQF Level 09,Master,Medicine,Clinical Pharmacology,,,3565,15
4288,88483,Postgraduate Diploma: Addiction Care,120,NQF Level 08,Postgraduate Diploma,Addiction Care,,,,3566,15
4289,88503,Postgraduate Diploma: Ancient Cultures,120,NQF Level 08,Postgraduate Diploma,Ancient Cultures,,,,3567,15
429,,National N Diploma:Business Management N4 - N6,,National N Diploma,Nated,Business Management,,,Business,3568,16
4290,8870,U/S: Demonstrate an understanding of the relationship between micro-organisms and food spoilage,,,Unit standard,,,,,3569,3
4291,88763,Bachelor of Arts Honours: Geography and Environmen,120,NQF Level 08,Bachelor (Honours),Arts,Geography and Environmen,,,3570,15
4292,88764,Bachelor of Arts Honours: Mandarin,120,NQF Level 08,Bachelor (Honours),Arts,Mandarin,,,3571,15
4293,88765,Diploma: Practical Music,368,NQF Level 06,Diploma,Practical Music,,,,3572,15
4294,88783,Higher Certificate: Music,120,NQF Level 05,Higher Certificate,Music,,,,3573,15
4295,88784,Master of Commerce: Quantitative Management,180,NQF Level 09,Master,Commerce,Quantitative Management,,,3574,15
4296,8884,U/S: Prepare pig carcasses for splitting,,,Unit standard,,,,,3575,3
4297,88845,Postgraduate Diploma: Animal Sciences,128,NQF Level 08,Postgraduate Diploma,Animal Sciences,,,,3576,15
4298,8905,U/S: Form or fill raw minced fish or meat products using automated equipment,,,Unit standard,,,,,3577,3
4299,8923,U/S: Manufacture cured fish or meat products,,,Unit standard,,,,,3578,3
43,,Bachelor of Arts (Dance),,,Bachelor,Arts,Dance,,,3579,13
430,,National N Diploma:Educare N4 - N6,,National N Diploma,Nated,Educare,,,Education,3580,16
4300,8924,U/S: Process and pack live seafood,,,Unit standard,,,,,3581,3
4301,8942,Sort and handle raw seafood manually,,,Unit Standard,,,,,3582,3
4302,8942,U/S: Sort and handle raw seafood manually,,,Unit standard,,,,,3583,3
4303,8943,U/S: Prepare raw fish or seafood for further processing,,,Unit standard,,,,,3584,3
4304,8944,U/S: Fleck and fillet fish manually,,,Unit standard,,,,,3585,3
4305,8945,U/S: Cut fish by use of automated equipment,,,Unit standard,,,,,3586,3
4306,8946,U/S: Trim and portion cut fish fillets manually,,,Unit standard,,,,,3587,3
4307,8962,U/S: Maintain and adapt oral communication,5,NQF 2,Unit standard,,,,,3588,20
4308,8963,U/S: Access and use information from texts,,,Unit standard,,,,,3589,3
4309,8963,U/S: Access and use information from texts,5,NQF 2,Unit standard,,,,,3590,20
431,,National N Diploma:Financial Management (N4 - N6),,National N Diploma,Nated,Financial Management,,,Business,3591,16
4310,8964,U/S: Write for a defined context,5,NQF 2,Unit standard,,,,,3592,20
4311,8967,U/S: Use language and communication in occupational learning programmes,,,Unit standard,,,,,3593,19
4312,8967,U/S: Use language and communication in occupational learning programmes,5,NQF 2,Unit standard,,,,,3594,20
4313,8968,U/S Accommodate audience and context needs in oral communication,5,NQF 3,Unit Standard,oral communication,oral communication:,,,3595,9
4314,8968,U/S: Accommodate audience and context needs in oral communication,,,Unit standard,,,,,3596,3
4314,8968,U/S: Accommodate audience and context needs in oral communication,,,Unit standard,,,,,3597,19
4315,8968,U/S: Accommodate audience and context needs in oral communication,,NQF 3,Unit standard,,,,,3598,25
4316,8968,U/S: Accommodate audience and context needs in oral communication,5,NQF 3,Unit standard,,,,,3599,9
4316,8968,U/S: Accommodate audience and context needs in oral communication,5,NQF 3,Unit standard,,,,,3600,20
4317,8968,U/S: Accomodate audience and context needs in oral communication,5,NQF 3,Unit standard,,,,,3601,20
4318,8969,U/S: Interpret and use information from texts,,,Unit standard,,,,,3602,3
4318,8969,U/S: Interpret and use information from texts,,,Unit standard,,,,,3603,19
4319,8969,U/S: Interpret and use information from texts,,NQF 3,Unit standard,,,,,3604,25
432,,National N Diploma:Hospitality and Catering Services N4 - N6,,National N Diploma,Nated,Hospitality and Catering Services,,,Tourism & Hospitality,3605,16
4320,8969,U/S: Interpret and use information from texts,5,NQF 3,Unit standard,,,,,3606,9
4320,8969,U/S: Interpret and use information from texts,5,NQF 3,Unit standard,,,,,3607,20
4321,8970,U/S Write texts for a range of communicative contexts,5,NQF 3,Unit Standard,,,,,3608,9
4322,8970,U/S: Write texts for a range of communicative context,,,Unit standard,,,,,3609,3
4322,8970,U/S: Write texts for a range of communicative context,,,Unit standard,,,,,3610,19
4324,8970,U/S: Write texts for a range of communicative contexts,,NQF 3,Unit standard,,,,,3611,25
4325,8970,U/S: Write texts for a range of communicative contexts,5,NQF 3,Unit standard,,,,,3612,9
4325,8970,U/S: Write texts for a range of communicative contexts,5,NQF 3,Unit standard,,,,,3613,20
4326,8971,U/S: Analyse and respond to a variety of literary texts,5,NQF 3,Unit standard,,,,,3614,20
4327,8972,U/S: Interpret a variety of literary texts,,,Unit standard,,,,,3615,19
4328,8972,U/S: Interpret a variety of literary texts,,NQF 3,Unit standard,,,,,3616,25
4329,8972,U/S: Interpret a variety of literary texts,5,NQF 3,Unit standard,,,,,3617,20
433,,National N Diploma:Management Assistant N4 - N6,,National N Diploma,Nated,Management Assistant,,,Business,3618,16
4330,8973,U/S Use language and communication in occupational learning,5,NQF 3,Unit Standard,occupational learning,occupational learning:,,,3619,9
4331,8973,U/S: Use language and communication in occupational learning,5,NQF 3,Unit standard,,,,,3620,9
4332,8973,U/S: Use language and communication in occupational learning programmes,,,Unit standard,,,,,3621,3
4332,8973,U/S: Use language and communication in occupational learning programmes,,,Unit standard,,,,,3622,19
4333,8973,U/S: Use language and communication in occupational learning programmes,,NQF 3,Unit standard,,,,,3623,25
4334,8973,U/S: Use language and communication in occupational learning programmes,5,NQF 3,Unit standard,,,,,3624,20
4335,8974,U/S: Engage in sustained oral communication and evaluate spoken texts,,,Unit standard,,,,,3625,19
4336,8974,U/S: Engage in sustained oral communication and evaluate spoken texts,,NQF 4,Unit standard,,,,,3626,25
4337,8974,U/S: Engage in sustained oral communication and evaluate spoken texts,5,NQF 4,Unit standard,,,,,3627,9
4338,8974,U/S: Engage in sustained oral communication and evalute spoken texts,5,NQF 4,Unit standard,,,,,3628,20
4339,8975,U/S: Read analyse and respond to a variety of texts,,,Unit standard,,,,,3629,19
434,,National N Diploma:Tourism N4-N6,,National N Diploma,Nated,Tourism,,,Tourism & Hospitality,3630,16
4340,8975,U/S: Read analyse and respond to a variety of texts,,NQF 4,Unit standard,,,,,3631,25
4341,8975,U/S: Read analyse and respond to a variety of texts,5,NQF 4,Unit standard,,,,,3632,20
4342,8975,"U/S: Read, analyse and respond to a variety of texts",5,NQF 4,Unit standard,,,,,3633,9
4344,8976,U/S: Write for a wide range of contexts,,,Unit standard,,,,,3634,19
4345,8976,U/S: Write for a wide range of contexts,,NQF 4,Unit standard,,,,,3635,25
4346,8976,U/S: Write for a wide range of contexts,5,NQF 4,Unit standard,,,,,3636,9
4346,8976,U/S: Write for a wide range of contexts,5,NQF 4,Unit standard,,,,,3637,20
4347,8976,Write for a wide range of contexts,5,NQF 4,Unit Standard,,,,,3638,9
4348,8977,U/S: Evaluate literary texts,5,NQF 4,Unit standard,,,,,3639,20
4349,8978,U/S: Motivate judgements on selected literary texts,5,NQF 4,Unit standard,,,,,3640,20
435,,National N1 – N3 Certificates:Building & Civil Engineering,,N1-N3,Nated,Building & Civil Engineering,,,Engineering,3641,16
4350,8979,U/S: Use language and communication in occupational learning programmes,,,Unit standard,,,,,3642,19
4351,8979,U/S: Use language and communication in occupational learning programmes,,NQF 4,Unit standard,,,,,3643,25
4352,8979,U/S: Use language and communication in occupational learning programmes,5,NQF 4,Unit standard,,,,,3644,9
4352,8979,U/S: Use language and communication in occupational learning programmes,5,NQF 4,Unit standard,,,,,3645,20
4353,8979,Use language and communication in occupational learning programmes,,NQF 4,Unit Standard,,,,,3646,25
4354,9007,U/S: Work with a range of patterns and functions and solve problems,5,NQF 2,Unit standard,,,,,3647,20
4355,9007,U/S: Work with a range of patterns and functions and solve problems.,,,Unit standard,,,,,3648,3
4356,9008,"U/S: Identify, describe, compare, classify, explore shape and motion in 2- and 3- dimensional shapes in different contexts.",,,Unit standard,,,,,3649,3
4357,9009,U/S: Apply basic knowledge of statistics and probability to influence the use of data and procedures in order to investigate life related problems,3,NQF 2,Unit standard,,,,,3650,20
4358,9010,U/S Demonstrate understanding of the use of different number bases and measurement units and an awareness of error in the context of relevant calculations,2,NQF 3,Unit Standard,the context of relevant calculations,the context of relevant calculations:,,,3651,9
4359,9010,U/S: Demonstrate an understanding of the use of different number bases and measurement units and an awareness of error in the context of relevant calculations,,,Unit standard,,,,,3652,19
436,,National N4 – N5 Certificate:Multi-Disciplinary Drawing Office Practice,,N4-N5,Nated,Multi-Disciplinary Drawing Office Practice,,,Engineering,3653,16
4360,9010,U/S: Demonstrate an understanding of the use of different number bases and measurement units and an awareness of error in the context of relevant calculations,2,NQF 3,Unit standard,,,,,3654,20
4361,9010,U/S: Demonstrate understanding of the use of different number bases and measurement units and an awareness of error in the context of relevant calculations,2,NQF 3,Unit standard,,,,,3655,9
